"Popolazione residente per età, sesso e stato civile al 1° gennaio 2021"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"13";"Abruzzo";22;6416;30;0;0;0;0;0;6446;5774;171;1;0;1;1;0;5948;12394
"13";"Abruzzo";23;6450;41;1;6;0;0;0;6498;5635;203;1;1;0;0;0;5840;12338
"13";"Abruzzo";24;6362;65;0;2;0;0;0;6429;5771;276;4;1;0;1;0;6053;12482
"13";"Abruzzo";25;6381;133;1;1;0;0;0;6516;5482;400;6;0;1;0;0;5889;12405
"13";"Abruzzo";26;6362;198;1;4;4;0;0;6569;5601;628;6;1;1;0;0;6237;12806
"13";"Abruzzo";27;6494;270;3;7;0;0;0;6774;5504;778;11;2;2;0;0;6297;13071
"13";"Abruzzo";28;6537;459;2;2;2;0;0;7002;5424;1121;13;1;0;0;0;6559;13561
"13";"Abruzzo";29;6294;612;9;2;3;0;0;6920;5108;1446;22;1;0;1;0;6578;13498
"13";"Abruzzo";30;6148;866;11;4;0;0;0;7029;4886;1780;40;8;3;0;0;6717;13746
"13";"Abruzzo";31;5905;1190;12;3;6;0;0;7116;4415;2152;55;8;4;0;0;6634;13750
"13";"Abruzzo";32;5605;1523;31;3;2;0;0;7164;4199;2591;57;6;2;0;0;6855;14019
"13";"Abruzzo";33;5099;1833;27;4;3;0;0;6966;3765;3018;67;7;2;1;0;6860;13826
"13";"Abruzzo";34;4945;2245;32;6;4;0;0;7232;3553;3390;105;11;4;0;0;7063;14295
"13";"Abruzzo";35;4765;2625;52;2;3;0;0;7447;3472;3670;134;18;2;1;0;7297;14744
"13";"Abruzzo";36;4487;3062;85;4;4;0;0;7642;3164;4016;175;18;2;1;0;7376;15018
"13";"Abruzzo";37;4272;3256;83;7;1;0;0;7619;2883;4284;180;20;1;0;0;7368;14987
"13";"Abruzzo";38;4058;3636;136;7;2;0;0;7839;2866;4789;209;35;1;0;0;7900;15739
"13";"Abruzzo";39;3878;3891;121;5;8;0;0;7903;2562;4924;236;48;3;0;0;7773;15676
"13";"Abruzzo";40;3787;4272;146;8;5;0;1;8219;2493;5097;298;50;1;0;0;7939;16158
"13";"Abruzzo";41;3609;4658;182;13;5;0;0;8467;2339;5585;331;49;6;0;0;8310;16777
"13";"Abruzzo";42;3535;5043;218;9;5;0;0;8810;2207;5966;388;51;2;0;0;8614;17424
"13";"Abruzzo";43;3518;5157;229;19;4;0;0;8927;2150;6092;392;75;5;0;0;8714;17641
"13";"Abruzzo";44;3332;5564;306;16;6;0;0;9224;2131;6448;450;89;2;0;0;9120;18344
"13";"Abruzzo";45;3180;5779;310;32;4;0;0;9305;2111;6840;525;107;1;0;0;9584;18889
"13";"Abruzzo";46;3149;6345;359;22;3;0;0;9878;1925;7169;570;149;4;0;0;9817;19695
"13";"Abruzzo";47;2811;6331;410;34;3;1;0;9590;1810;7374;578;135;2;0;0;9899;19489
"13";"Abruzzo";48;2731;6758;399;37;4;1;0;9930;1762;7604;619;164;3;0;0;10152;20082
"13";"Abruzzo";49;2610;6874;465;28;2;0;0;9979;1751;7839;659;191;2;0;0;10442;20421
"13";"Abruzzo";50;2439;6956;429;41;5;0;0;9870;1472;7837;655;212;2;0;0;10178;20048
"13";"Abruzzo";51;2352;7445;509;53;4;0;0;10363;1554;8006;741;265;2;0;1;10569;20932
"13";"Abruzzo";52;2170;7473;523;67;3;0;0;10236;1415;8025;716;294;2;0;0;10452;20688
"13";"Abruzzo";53;1941;7634;553;64;7;0;0;10199;1343;8291;711;317;4;0;0;10666;20865
"13";"Abruzzo";54;1854;7874;546;93;7;0;0;10374;1227;8352;706;422;1;0;0;10708;21082
"13";"Abruzzo";55;1693;7935;617;116;6;1;0;10368;1119;8466;697;448;3;0;0;10733;21101
"13";"Abruzzo";56;1666;8217;556;119;5;0;0;10563;1086;8349;751;488;1;1;0;10676;21239
"13";"Abruzzo";57;1392;7696;538;120;4;0;0;9750;993;7956;682;552;1;1;0;10185;19935
"13";"Abruzzo";58;1293;7418;550;125;5;0;0;9391;895;7745;598;606;1;0;0;9845;19236
"13";"Abruzzo";59;1155;7186;527;132;2;0;0;9002;919;7655;602;661;1;0;0;9838;18840
"13";"Abruzzo";60;1063;7229;477;143;3;0;0;8915;842;7449;599;728;2;0;0;9620;18535
"13";"Abruzzo";61;971;7181;434;172;4;0;0;8762;761;7366;535;798;2;0;0;9462;18224
"13";"Abruzzo";62;952;6886;414;167;0;0;0;8419;732;7016;492;822;1;0;0;9063;17482
"13";"Abruzzo";63;843;6914;384;200;1;0;0;8342;700;6895;448;899;0;0;0;8942;17284
"13";"Abruzzo";64;730;6969;412;190;2;1;0;8304;594;6614;396;1053;0;0;0;8657;16961
"13";"Abruzzo";65;759;6758;351;233;1;0;0;8102;616;6657;424;1163;0;0;1;8861;16963
"13";"Abruzzo";66;696;6664;327;249;2;0;0;7938;555;6392;368;1325;1;1;0;8642;16580
"13";"Abruzzo";67;588;6294;324;211;2;0;0;7419;503;5935;349;1302;1;0;0;8090;15509
"13";"Abruzzo";68;599;6264;279;284;0;0;0;7426;492;5723;347;1512;1;0;0;8075;15501
"13";"Abruzzo";69;505;6203;260;285;0;0;0;7253;449;5786;327;1639;0;0;0;8201;15454
"13";"Abruzzo";70;478;6537;252;326;1;0;0;7594;451;5748;278;1757;0;0;0;8234;15828
"13";"Abruzzo";71;502;6514;227;353;1;0;0;7597;447;5714;249;2013;0;1;1;8425;16022
"13";"Abruzzo";72;487;6492;190;381;1;1;0;7552;463;5555;239;2310;0;0;0;8567;16119
"13";"Abruzzo";73;438;6098;205;437;0;0;1;7179;406;4978;230;2357;0;0;0;7971;15150
"13";"Abruzzo";74;416;5885;154;459;4;1;0;6919;358;4622;194;2490;0;0;0;7664;14583
"13";"Abruzzo";75;260;4281;111;318;1;0;0;4971;273;3380;156;2051;0;0;0;5860;10831
"13";"Abruzzo";76;287;4556;116;416;0;0;0;5375;290;3286;142;2398;0;0;0;6116;11491
"13";"Abruzzo";77;267;4207;102;427;0;0;0;5003;280;3072;121;2536;0;0;0;6009;11012
"13";"Abruzzo";78;252;3919;77;482;1;0;0;4731;281;2768;108;2609;0;0;0;5766;10497
"13";"Abruzzo";79;252;3811;67;521;0;0;1;4652;264;2585;102;2739;0;0;0;5690;10342
"13";"Abruzzo";80;252;4127;80;615;1;0;0;5075;317;2725;110;3354;0;0;0;6506;11581
"13";"Abruzzo";81;232;3969;92;632;0;0;0;4925;304;2438;88;3653;0;0;0;6483;11408
"13";"Abruzzo";82;181;3369;66;691;0;0;0;4307;309;1985;78;3398;0;0;0;5770;10077
"13";"Abruzzo";83;177;3187;43;695;0;0;0;4102;252;1753;64;3484;0;0;0;5553;9655
"13";"Abruzzo";84;168;2699;46;611;0;0;0;3524;263;1377;56;3353;0;0;0;5049;8573
"13";"Abruzzo";85;132;2470;31;653;0;0;0;3286;253;1247;52;3399;0;0;0;4951;8237
"13";"Abruzzo";86;103;2035;14;649;0;0;0;2801;214;942;39;3338;0;0;0;4533;7334
"13";"Abruzzo";87;108;1778;19;620;1;0;0;2526;226;817;47;3263;0;0;0;4353;6879
"13";"Abruzzo";88;85;1434;19;543;0;0;0;2081;212;601;25;2810;0;0;1;3649;5730
"13";"Abruzzo";89;70;1164;19;552;0;0;0;1805;195;468;28;2701;0;0;0;3392;5197
"13";"Abruzzo";90;62;984;9;560;0;0;0;1615;204;374;22;2595;0;0;0;3195;4810
"13";"Abruzzo";91;38;720;9;387;0;0;0;1154;163;235;20;2080;0;0;0;2498;3652
"13";"Abruzzo";92;24;496;5;341;0;0;0;866;119;190;14;1733;0;0;0;2056;2922
"13";"Abruzzo";93;31;358;3;330;0;0;0;722;101;128;11;1495;0;0;0;1735;2457
"13";"Abruzzo";94;15;215;2;245;0;0;0;477;71;82;9;1138;0;0;0;1300;1777
"13";"Abruzzo";95;12;149;3;191;0;0;0;355;71;71;4;877;0;0;0;1023;1378
"13";"Abruzzo";96;3;106;1;149;0;0;0;259;69;36;9;673;0;0;0;787;1046
"13";"Abruzzo";97;9;62;0;88;0;0;0;159;29;22;3;502;0;0;0;556;715
"13";"Abruzzo";98;3;40;1;65;0;0;0;109;34;20;2;369;0;0;0;425;534
"13";"Abruzzo";99;2;29;0;58;0;0;0;89;19;4;0;270;0;0;0;293;382
"13";"Abruzzo";100;3;32;0;57;0;0;0;92;33;14;3;343;0;0;0;393;485
"13";"Abruzzo";999;286955;307652;14604;16208;157;6;3;625585;241138;309571;19781;84840;83;10;4;655427;1281012
"17";"Basilicata";0;1837;0;0;0;0;0;0;1837;1662;0;0;0;0;0;0;1662;3499
"17";"Basilicata";1;1901;0;0;0;0;0;0;1901;1729;0;0;0;0;0;0;1729;3630
"17";"Basilicata";2;1854;0;0;0;0;0;0;1854;1821;0;0;0;0;0;0;1821;3675
"17";"Basilicata";3;2061;0;0;0;0;0;0;2061;1861;0;0;0;0;0;0;1861;3922
"17";"Basilicata";4;2074;0;0;0;0;0;0;2074;1947;0;0;0;0;0;0;1947;4021
"17";"Basilicata";5;2086;0;0;0;0;0;0;2086;1976;0;0;0;0;0;0;1976;4062
"17";"Basilicata";6;2038;0;0;0;0;0;0;2038;1990;0;0;0;0;0;0;1990;4028
"17";"Basilicata";7;2088;0;0;0;0;0;0;2088;1949;0;0;0;0;0;0;1949;4037
"17";"Basilicata";8;2304;0;0;0;0;0;0;2304;2096;0;0;0;0;0;0;2096;4400
"17";"Basilicata";9;2252;0;0;0;0;0;0;2252;2128;0;0;0;0;0;0;2128;4380
"17";"Basilicata";10;2315;0;0;0;0;0;0;2315;2199;0;0;0;0;0;0;2199;4514
"17";"Basilicata";11;2473;0;0;0;0;0;0;2473;2251;0;0;0;0;0;0;2251;4724
"17";"Basilicata";12;2525;0;0;0;0;0;0;2525;2333;0;0;0;0;0;0;2333;4858
"17";"Basilicata";13;2510;0;0;0;0;0;0;2510;2312;0;0;0;0;0;0;2312;4822
"17";"Basilicata";14;2591;0;0;0;0;0;0;2591;2371;0;0;0;0;0;0;2371;4962
"17";"Basilicata";15;2546;0;0;0;0;0;0;2546;2392;0;0;0;0;0;0;2392;4938
"17";"Basilicata";16;2644;0;0;0;0;0;0;2644;2636;0;0;0;0;0;0;2636;5280
"17";"Basilicata";17;2806;0;0;0;0;0;0;2806;2529;0;0;0;0;0;0;2529;5335
"17";"Basilicata";18;2862;0;0;0;0;0;0;2862;2637;2;1;0;0;0;0;2640;5502
"17";"Basilicata";19;2938;0;0;0;0;0;0;2938;2613;6;0;0;0;0;0;2619;5557
"17";"Basilicata";20;3057;1;0;0;0;0;0;3058;2664;11;0;0;0;0;0;2675;5733
"17";"Basilicata";21;2993;4;0;0;0;0;0;2997;2686;25;0;0;0;0;0;2711;5708
"17";"Basilicata";22;3081;4;0;0;0;0;0;3085;2575;43;1;0;0;0;0;2619;5704
"17";"Basilicata";23;2987;25;0;0;0;0;0;3012;2597;76;0;0;0;0;0;2673;5685
"17";"Basilicata";24;3010;36;0;0;0;0;0;3046;2598;124;0;1;0;0;0;2723;5769
"17";"Basilicata";25;2972;47;0;0;0;0;0;3019;2566;177;1;0;0;0;0;2744;5763
"17";"Basilicata";26;2925;92;0;0;0;0;0;3017;2613;262;5;1;0;0;0;2881;5898
"17";"Basilicata";27;2979;140;1;0;0;0;0;3120;2478;342;4;0;0;0;0;2824;5944
"17";"Basilicata";28;3121;195;1;0;0;0;0;3317;2535;535;7;3;0;0;0;3080;6397
"17";"Basilicata";29;2860;294;5;0;0;0;0;3159;2315;694;5;1;1;0;0;3016;6175
"17";"Basilicata";30;2926;425;3;0;1;0;0;3355;2140;915;21;0;2;0;0;3078;6433
"17";"Basilicata";31;2673;546;3;1;0;0;0;3223;1920;1057;15;5;0;0;0;2997;6220
"17";"Basilicata";32;2494;746;6;1;0;0;0;3247;1725;1275;22;2;0;0;0;3024;6271
"17";"Basilicata";33;2354;866;14;0;0;0;0;3234;1540;1380;30;3;0;0;0;2953;6187
"17";"Basilicata";34;2135;997;12;1;2;0;0;3147;1357;1499;35;6;2;0;0;2899;6046
"17";"Basilicata";35;2080;1208;8;2;2;0;0;3300;1252;1724;39;3;0;0;0;3018;6318
"17";"Basilicata";36;1917;1359;16;1;1;0;0;3294;1193;1882;49;8;1;0;0;3133;6427
"17";"Basilicata";37;1751;1465;25;1;0;0;0;3242;1057;2009;65;9;1;0;0;3141;6383
"17";"Basilicata";38;1591;1602;31;1;1;0;0;3226;1039;2147;67;18;0;0;0;3271;6497
"17";"Basilicata";39;1500;1734;33;4;1;0;0;3272;852;2243;76;20;1;0;0;3192;6464
"17";"Basilicata";40;1420;1829;52;5;0;0;0;3306;884;2227;73;16;0;0;0;3200;6506
"17";"Basilicata";41;1372;1997;45;3;0;0;0;3417;742;2412;85;28;3;0;0;3270;6687
"17";"Basilicata";42;1403;2203;57;2;0;0;0;3665;727;2582;108;26;0;0;0;3443;7108
"17";"Basilicata";43;1272;2207;78;4;0;0;0;3561;735;2780;141;29;0;0;0;3685;7246
"17";"Basilicata";44;1343;2533;80;7;0;0;0;3963;753;2877;161;46;0;0;0;3837;7800
"17";"Basilicata";45;1194;2589;94;9;0;0;0;3886;731;3099;142;48;0;0;0;4020;7906
"17";"Basilicata";46;1202;2773;103;12;2;0;0;4092;674;3130;150;55;0;0;0;4009;8101
"17";"Basilicata";47;1039;2801;119;13;3;0;0;3975;664;3078;172;72;1;0;0;3987;7962
"17";"Basilicata";48;996;2882;125;16;2;0;0;4021;658;3244;179;74;1;0;0;4156;8177
"17";"Basilicata";49;1007;2919;125;21;0;0;0;4072;610;3321;167;90;1;0;0;4189;8261
"17";"Basilicata";50;859;3088;127;27;1;0;0;4102;606;3394;175;116;0;0;0;4291;8393
"17";"Basilicata";51;853;3300;135;27;0;0;0;4315;568;3414;160;145;0;0;0;4287;8602
"17";"Basilicata";52;812;3276;127;30;1;0;0;4246;563;3469;173;160;1;0;0;4366;8612
"17";"Basilicata";53;781;3404;143;41;1;0;0;4370;540;3624;181;184;1;0;0;4530;8900
"17";"Basilicata";54;714;3301;101;44;1;0;0;4161;538;3628;172;186;0;0;0;4524;8685
"17";"Basilicata";55;727;3448;133;41;0;0;0;4349;520;3605;163;197;0;0;0;4485;8834
"17";"Basilicata";56;629;3645;158;54;0;0;0;4486;537;3719;188;207;0;0;0;4651;9137
"17";"Basilicata";57;568;3460;162;70;0;0;0;4260;509;3465;136;257;0;0;0;4367;8627
"17";"Basilicata";58;549;3564;154;53;0;0;0;4320;451;3494;152;273;0;0;0;4370;8690
"17";"Basilicata";59;495;3377;146;69;0;0;0;4087;414;3475;150;336;0;0;0;4375;8462
"17";"Basilicata";60;409;3394;110;69;0;0;0;3982;410;3349;154;376;0;0;0;4289;8271
"17";"Basilicata";61;454;3224;104;72;0;0;0;3854;409;3171;105;378;0;0;0;4063;7917
"17";"Basilicata";62;376;3219;104;67;1;0;0;3767;385;3001;109;398;0;0;0;3893;7660
"17";"Basilicata";63;367;2991;96;72;0;0;0;3526;361;3037;109;488;0;0;0;3995;7521
"17";"Basilicata";64;330;3161;107;88;0;0;0;3686;343;3005;97;499;0;0;0;3944;7630
"17";"Basilicata";65;314;3124;91;104;0;0;0;3633;293;2818;90;488;0;0;0;3689;7322
"17";"Basilicata";66;261;3050;78;113;0;0;0;3502;307;2805;90;574;0;0;0;3776;7278
"17";"Basilicata";67;249;2827;83;116;0;0;0;3275;283;2481;65;608;0;0;0;3437;6712
"17";"Basilicata";68;206;2786;74;120;0;0;0;3186;296;2454;67;646;0;0;0;3463;6649
"17";"Basilicata";69;193;2703;68;140;0;0;0;3104;218;2391;66;711;0;0;0;3386;6490
"17";"Basilicata";70;201;2862;72;152;0;0;0;3287;244;2337;56;798;0;0;0;3435;6722
"17";"Basilicata";71;192;2883;51;159;0;0;0;3285;220;2299;69;860;0;0;0;3448;6733
"17";"Basilicata";72;180;2840;50;175;0;0;0;3245;246;2258;46;1064;0;0;0;3614;6859
"17";"Basilicata";73;175;2489;37;192;0;0;0;2893;226;1990;43;1040;0;0;0;3299;6192
"17";"Basilicata";74;137;2225;39;193;0;0;0;2594;187;1735;37;998;0;0;0;2957;5551
"17";"Basilicata";75;85;1691;30;138;0;0;0;1944;168;1280;29;904;0;0;0;2381;4325
"17";"Basilicata";76;98;1690;22;156;0;0;0;1966;151;1155;21;932;0;0;0;2259;4225
"17";"Basilicata";77;85;1619;16;184;0;0;0;1904;148;1104;25;952;0;0;0;2229;4133
"17";"Basilicata";78;71;1492;15;194;0;0;0;1772;147;1017;23;1094;0;0;0;2281;4053
"17";"Basilicata";79;74;1458;15;204;0;0;0;1751;136;1001;22;1086;0;0;0;2245;3996
"17";"Basilicata";80;89;1662;22;266;0;0;0;2039;154;983;18;1397;0;0;0;2552;4591
"17";"Basilicata";81;75;1620;14;293;0;0;0;2002;153;995;17;1497;0;0;0;2662;4664
"17";"Basilicata";82;54;1457;15;289;0;0;0;1815;152;839;12;1492;0;0;0;2495;4310
"17";"Basilicata";83;74;1285;14;318;0;0;0;1691;153;740;23;1540;0;0;0;2456;4147
"17";"Basilicata";84;70;1123;15;313;0;0;0;1521;123;603;7;1510;0;0;0;2243;3764
"17";"Basilicata";85;46;1018;6;296;0;0;0;1366;135;545;12;1440;0;0;0;2132;3498
"17";"Basilicata";86;50;888;7;344;0;0;0;1289;122;433;6;1481;0;0;0;2042;3331
"17";"Basilicata";87;38;752;4;325;0;0;0;1119;108;318;13;1416;0;0;0;1855;2974
"17";"Basilicata";88;19;597;0;298;0;0;0;914;102;245;8;1193;0;0;0;1548;2462
"17";"Basilicata";89;31;472;0;272;0;0;0;775;78;181;7;1092;0;0;0;1358;2133
"17";"Basilicata";90;30;394;6;238;0;0;0;668;79;144;4;1073;0;0;0;1300;1968
"17";"Basilicata";91;14;299;2;216;0;0;0;531;82;89;3;855;0;0;0;1029;1560
"17";"Basilicata";92;14;204;4;168;0;0;0;390;49;54;2;683;0;0;0;788;1178
"17";"Basilicata";93;12;164;2;139;0;0;0;317;47;51;3;574;0;0;0;675;992
"17";"Basilicata";94;4;92;2;103;0;0;0;201;36;19;1;474;0;0;0;530;731
"17";"Basilicata";95;7;58;0;71;0;0;0;136;27;31;1;324;0;0;0;383;519
"17";"Basilicata";96;4;27;0;76;0;0;0;107;23;14;0;218;0;0;0;255;362
"17";"Basilicata";97;2;31;0;57;0;0;0;90;13;7;0;202;0;0;0;222;312
"17";"Basilicata";98;2;19;0;37;0;0;0;58;10;7;1;134;0;0;0;152;210
"17";"Basilicata";99;1;8;1;30;0;0;0;40;6;4;0;106;0;0;0;116;156
"17";"Basilicata";100;2;7;0;26;0;0;0;35;9;4;2;115;0;0;0;130;165
"17";"Basilicata";999;122441;134287;3798;7443;20;0;0;267989;102397;133459;4934;36335;16;0;0;277141;545130
"18";"Calabria";0;7079;0;0;0;0;0;0;7079;6849;0;0;0;0;0;0;6849;13928
"18";"Calabria";1;7361;0;0;0;0;0;0;7361;7064;0;0;0;0;0;0;7064;14425
"18";"Calabria";2;7707;0;0;0;0;0;0;7707;7323;0;0;0;0;0;0;7323;15030
"18";"Calabria";3;7976;0;0;0;0;0;0;7976;7644;0;0;0;0;0;0;7644;15620
"18";"Calabria";4;8197;0;0;0;0;0;0;8197;7752;0;0;0;0;0;0;7752;15949
"18";"Calabria";5;8361;0;0;0;0;0;0;8361;7906;0;0;0;0;0;0;7906;16267
"18";"Calabria";6;8292;0;0;0;0;0;0;8292;7756;0;0;0;0;0;0;7756;16048
"18";"Calabria";7;8211;0;0;0;0;0;0;8211;7931;0;0;0;0;0;0;7931;16142
"18";"Calabria";8;8600;0;0;0;0;0;0;8600;8007;0;0;0;0;0;0;8007;16607
"18";"Calabria";9;8668;0;0;0;0;0;0;8668;8135;0;0;0;0;0;0;8135;16803
"18";"Calabria";10;8824;0;0;0;0;0;0;8824;8469;0;0;0;0;0;0;8469;17293
"18";"Calabria";11;9111;0;0;0;0;0;0;9111;8438;0;0;0;0;0;0;8438;17549
"18";"Calabria";12;8939;0;0;0;0;0;0;8939;8791;0;0;0;0;0;0;8791;17730
"18";"Calabria";13;9230;0;0;0;0;0;0;9230;8598;0;0;0;0;0;0;8598;17828
"18";"Calabria";14;9524;0;0;0;0;0;0;9524;8859;0;0;0;0;0;0;8859;18383
"18";"Calabria";15;9405;0;0;0;0;0;0;9405;8792;0;0;0;0;0;0;8792;18197
"18";"Calabria";16;9704;1;0;0;0;0;0;9705;9035;0;0;0;0;0;0;9035;18740
"18";"Calabria";17;9723;1;0;0;0;0;0;9724;9056;2;0;0;0;0;0;9058;18782
"18";"Calabria";18;9715;3;0;0;0;0;0;9718;8901;12;0;0;0;0;0;8913;18631
"18";"Calabria";19;9954;4;0;0;0;0;0;9958;9360;30;0;0;0;0;0;9390;19348
"18";"Calabria";20;10341;3;0;0;0;0;0;10344;9473;81;0;0;0;0;0;9554;19898
"18";"Calabria";21;10215;19;0;2;0;0;0;10236;9130;149;1;0;1;0;0;9281;19517
"18";"Calabria";22;10206;49;0;1;0;0;0;10256;9186;287;3;2;0;0;0;9478;19734
"18";"Calabria";23;9851;74;1;0;0;0;0;9926;8929;432;2;1;0;0;0;9364;19290
"18";"Calabria";24;10056;146;4;1;1;0;0;10208;8755;695;3;0;1;0;0;9454;19662
"18";"Calabria";25;9904;266;3;0;0;0;0;10173;8790;971;7;1;0;0;0;9769;19942
"18";"Calabria";26;9951;468;3;1;1;0;0;10424;8487;1370;13;3;0;0;0;9873;20297
"18";"Calabria";27;9993;702;4;3;0;0;0;10702;8207;2052;20;2;1;0;0;10282;20984
"18";"Calabria";28;9709;1089;4;1;0;0;0;10803;7985;2690;24;3;2;0;0;10704;21507
"18";"Calabria";29;9245;1529;6;4;1;0;0;10785;7315;3193;36;11;0;1;0;10556;21341
"18";"Calabria";30;9052;2028;16;4;3;0;0;11103;6864;3867;43;11;0;0;0;10785;21888
"18";"Calabria";31;8642;2615;21;2;1;0;0;11281;6086;4813;61;10;0;1;0;10971;22252
"18";"Calabria";32;8059;3351;32;8;1;0;0;11451;5699;5442;88;12;0;0;0;11241;22692
"18";"Calabria";33;7351;3756;36;4;0;0;0;11147;5082;5994;109;18;0;0;0;11203;22350
"18";"Calabria";34;6793;4261;60;11;3;0;0;11128;4506;6433;122;38;0;0;0;11099;22227
"18";"Calabria";35;6382;4787;57;5;2;0;0;11233;4208;6815;138;24;0;0;0;11185;22418
"18";"Calabria";36;6031;5540;72;12;1;0;0;11656;3793;7148;175;42;0;0;0;11158;22814
"18";"Calabria";37;5510;5837;90;9;0;0;0;11446;3381;7648;202;39;0;0;0;11270;22716
"18";"Calabria";38;5222;6217;124;12;1;0;0;11576;3265;8172;219;55;1;0;0;11712;23288
"18";"Calabria";39;4866;6580;114;16;3;0;0;11579;3034;8307;244;57;0;0;0;11642;23221
"18";"Calabria";40;4540;7133;152;21;2;0;0;11848;2826;8641;272;77;0;0;0;11816;23664
"18";"Calabria";41;4363;7458;143;26;2;0;0;11992;2752;9054;323;76;0;0;0;12205;24197
"18";"Calabria";42;4129;7932;196;27;1;0;0;12285;2607;9195;336;108;0;1;0;12247;24532
"18";"Calabria";43;3973;8095;207;30;1;0;0;12306;2562;9833;366;132;0;0;0;12893;25199
"18";"Calabria";44;3899;8826;237;32;3;0;0;12997;2505;10324;410;179;1;0;0;13419;26416
"18";"Calabria";45;3726;9019;256;36;2;0;0;13039;2373;10373;480;192;2;0;0;13420;26459
"18";"Calabria";46;3533;9185;291;40;0;1;0;13050;2317;10719;437;200;0;0;1;13674;26724
"18";"Calabria";47;3417;9247;337;59;2;0;0;13062;2148;10655;506;289;2;0;0;13600;26662
"18";"Calabria";48;3218;9449;327;79;2;0;0;13075;2124;10920;534;307;0;0;0;13885;26960
"18";"Calabria";49;3042;9666;343;73;0;0;0;13124;1987;11184;579;362;4;0;0;14116;27240
"18";"Calabria";50;2789;9840;357;68;0;0;0;13054;2028;10972;554;400;0;0;0;13954;27008
"18";"Calabria";51;2797;10345;401;86;1;0;0;13630;2036;11783;587;459;0;0;0;14865;28495
"18";"Calabria";52;2644;10428;366;82;3;0;0;13523;2001;11411;561;515;0;0;0;14488;28011
"18";"Calabria";53;2445;10691;420;115;2;0;0;13673;1831;11658;562;623;1;1;0;14676;28349
"18";"Calabria";54;2278;10845;409;120;1;0;0;13653;1779;11841;549;656;1;0;0;14826;28479
"18";"Calabria";55;2142;10908;448;157;2;0;0;13657;1717;11638;565;745;0;0;0;14665;28322
"18";"Calabria";56;2140;11472;447;191;4;0;0;14254;1778;12102;531;906;0;0;0;15317;29571
"18";"Calabria";57;1869;10984;378;171;1;1;0;13404;1502;11461;514;968;2;0;0;14447;27851
