anno,genere,codice,regione,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2012,Maschi,16,Puglia,18283,18837,19138,19493,19667,19622,20274,20690,20916,20996,21765,22122,22149,22019,22218,22405,22728,23290,24263,25459,25475,25416,24993,25787,25183,24840,24461,25027,25359,25274,25458,25904,27005,27996,28994,29755,30573,31140,30012,29622,30403,30127,30607,30703,31260,31552,31254,31877,29500,28743,28500,27842,27067,25346,25953,25264,25025,24487,23743,22872,23644,24575,24632,25901,24501,24076,20530,18331,18407,18727,17665,19210,18595,17441,16212,14907,14793,14000,13105,12073,11559,11247,9516,8427,7498,6465,5593,4654,4036,3349,2525,2136,1089,670,577,459,448,302,197,133,165
2012,Maschi,17,Basilicata,2273,2295,2435,2531,2501,2561,2519,2633,2747,2791,2862,2977,2900,2962,2896,2994,3015,3103,3291,3529,3438,3645,3657,3523,3655,3587,3698,3742,3637,3653,3693,3615,3683,3887,3794,4137,4052,4288,4103,4155,4183,4243,4410,4396,4483,4296,4469,4601,4413,4514,4295,4154,4053,3982,3697,3923,3906,3765,3584,3445,3377,3629,3681,3704,3292,3024,2338,2350,2325,2267,2305,2779,2800,2651,2657,2478,2424,2362,2336,2093,1882,1966,1624,1569,1376,1193,1036,846,749,598,424,387,177,104,97,77,95,59,39,24,54
2012,Maschi,18,Calabria,8798,8926,9189,9008,9251,9523,9459,9735,9714,9659,9870,10070,9933,10234,10209,10632,10774,11336,11979,12286,12423,12791,13067,13351,12936,12844,12858,13272,12956,12939,13000,12953,13008,13173,13196,13896,13866,13750,13782,13633,13760,13668,14220,14237,14257,14323,14266,14951,14210,14076,13940,13830,13612,12680,13160,12667,12718,12712,12012,11359,11550,11875,11953,12029,11812,10838,8521,8604,8495,8374,8049,9122,8946,8239,7975,7613,7649,7215,7127,6393,5973,5746,4984,4300,3738,3434,2942,2463,2067,1631,1305,1050,581,380,311,277,233,190,146,81,128
2012,Maschi,19,Sicilia,23351,23885,24585,25111,24817,25741,26013,26471,26224,26199,26856,26954,27028,27249,27866,28331,28828,29809,31134,32716,32410,32737,32632,32996,32107,31899,31574,31996,31448,31983,31650,32362,32651,33351,33548,35469,36194,37132,36282,36335,36837,36201,37724,36989,37587,37194,36746,38054,35894,35533,34607,34566,33087,31963,31897,31216,31597,30855,28677,28245,28304,29287,29260,30477,30037,27564,23399,22374,21306,20924,20886,23452,22514,21258,19084,18404,18250,17762,17097,15029,14327,14520,11800,10837,9429,8452,7172,6343,5100,4057,3136,2552,1351,898,677,683,526,361,244,144,193
2012,Maschi,20,Sardegna,6554,6850,6902,6834,6803,6925,6972,6890,7118,6905,7090,7349,7221,7146,7270,7493,7744,7818,8080,8348,8765,8907,8968,9139,9182,9184,9652,9836,10015,10490,10452,10906,10772,11930,12221,12444,13117,13747,13665,13452,13145,13129,13563,12992,13577,13684,13715,13953,13217,12906,12579,12498,12153,11931,11841,11589,11374,11644,11054,10923,10640,10861,10613,10745,10282,9769,8980,8750,8267,8492,7848,8567,8150,7154,6573,6415,5604,5923,5615,4919,4615,4483,3806,3500,2919,2755,2156,1967,1673,1395,991,858,631,320,237,253,227,148,121,85,80
2012,Femmine,1,Piemonte,17897,18377,19066,18993,19081,18804,18585,18428,18596,18376,18224,18767,18109,18284,18236,17720,17741,17907,17996,18536,18755,18991,18997,19775,19755,20245,21330,21730,22501,23664,24080,24936,25623,27553,29217,30731,32564,33864,33706,34639,35610,35139,36401,36190,36280,36511,36579,37275,34806,33767,33381,32445,31559,30803,30839,30366,29852,29651,28626,28623,28535,29959,30156,32026,31224,30719,23705,25616,25882,26267,26912,29356,29602,28871,26615,24902,25523,24214,23381,23182,22612,22725,20353,19040,17866,16100,14663,12884,11748,10322,8873,7223,3918,2559,2142,2091,2034,1645,1171,811,1161
2012,Femmine,2,Valle D'Aosta/Vallée D'Aoste,594,600,607,603,595,594,578,590,593,527,560,596,574,547,525,562,508,512,515,522,538,604,528,592,597,645,599,639,657,719,650,710,692,844,812,905,965,961,1009,1042,1081,1048,1132,1078,1093,1097,1087,1120,1049,997,942,908,949,873,857,837,885,848,781,775,791,807,871,882,763,800,649,650,667,710,758,777,743,762,691,660,612,619,597,569,583,607,535,510,493,455,352,344,321,300,246,195,105,80,72,52,48,46,25,19,28
2012,Femmine,3,Lombardia,44901,46059,47264,47672,46762,47017,45576,46084,44769,44179,44509,44745,43738,43064,42747,42217,41381,41313,41863,42652,43005,43850,44331,45576,45247,46207,49328,50717,53377,56036,57308,59097,61515,65123,68851,72059,77241,79870,80138,80807,80852,80496,82962,82632,82864,84223,84049,83629,79035,75230,73102,70931,69552,66135,65328,64525,63542,61943,60169,60253,60278,62636,63590,66118,64319,66408,49322,53411,53124,54504,56177,60894,59958,58344,53062,48823,50375,47647,45667,44634,42842,42749,38538,36114,33469,30386,27930,25453,22661,19144,16898,13878,7722,4818,4036,3989,3923,3012,2073,1431,2155
2012,Femmine,4,Trentino-Alto Adige/Südtirol,5192,5234,5178,5326,5240,5286,5302,5459,5248,5286,5322,5555,5535,5540,5417,5463,5192,5320,5312,5420,5385,5390,5359,5394,5408,5413,5590,5630,5999,6161,6093,6254,6385,6736,6811,7079,7559,7868,8042,8135,8379,8297,8518,8526,8622,8751,8670,8711,8191,7915,7913,7497,7213,6856,6883,6558,6327,6103,6073,5965,5766,6085,5711,5935,5964,6453,4552,5323,5624,5607,5706,5490,5302,5008,4615,4439,4446,4301,4123,4048,3978,4100,3675,3489,3330,3119,2968,2745,2617,2262,2003,1591,944,432,357,304,373,345,256,172,256
2012,Femmine,5,Veneto,22027,22521,22754,23382,23048,23034,22750,22993,22555,22140,22011,22860,22489,22278,22205,21728,21013,21180,21649,22249,22304,22654,22661,23339,22633,23595,25139,25512,25860,27524,27976,28728,30212,32495,33796,35241,37001,39444,39220,39382,40437,40372,41365,41163,41411,41877,41989,42766,39857,38342,37775,35873,35652,33615,32922,32646,31580,30950,29914,29737,29221,30967,30384,31536,30966,33461,23228,26834,27753,26948,26831,28552,27635,27279,24833,23609,23665,22967,21194,21150,20553,20824,18343,18446,17796,16206,14971,13398,12371,10460,9100,7795,4161,2505,2147,2026,2170,1700,1182,796,1155
2012,Femmine,6,Friuli-Venezia Giulia,4705,5022,5124,5042,5179,5163,4979,5153,4967,4947,4953,5126,4869,4838,4790,4843,4666,4656,4708,5063,5102,5178,5185,5365,5217,5416,5793,5814,5909,6271,6397,6631,6890,7541,7694,8261,8722,9474,9509,9768,9810,9980,9929,9779,10140,10114,10238,10393,10020,9377,9063,8768,8805,8434,8344,8116,8017,8041,8060,8101,7981,8471,8390,8962,9128,9472,6545,7914,7788,7974,8025,8557,8198,7884,7224,6800,6663,6357,6073,5953,5781,5927,5452,5168,4979,4991,4486,4223,3907,3581,3238,2733,1435,753,700,617,656,561,397,326,451
2012,Femmine,7,Liguria,5459,5729,6051,6095,5842,6094,5906,6061,5826,6029,6137,6036,5898,6030,5999,6013,5914,6031,6051,6390,6424,6455,6517,6556,6305,6343,6729,6874,7007,7060,7518,7581,8007,8757,9326,9736,10552,11351,11520,12102,12195,12457,12758,12793,13042,13459,13746,13824,13201,12747,12251,11874,11821,11472,11177,11033,10762,10763,10502,10229,10387,10942,11396,12035,12554,12840,9255,10539,10361,10894,11230,12128,12130,12096,11155,10415,10491,10047,9940,9970,9790,9946,9111,8398,7822,7335,6627,5967,5511,4884,4230,3539,1922,1366,1128,1101,1052,836,525,414,611
2012,Femmine,8,Emilia-Romagna,19554,20043,20430,20200,19926,19743,19475,19176,18590,18640,18607,18583,18033,17559,17637,17342,16826,17070,16968,17694,17874,18362,18395,18542,19085,19772,21067,22079,23078,24203,24918,26115,27602,29708,31011,32705,34596,36077,36312,36389,36708,36424,37039,36489,35997,36514,36343,37035,34634,33905,33248,32448,31784,30307,30271,29872,28782,28465,27077,27135,26642,28138,28429,30054,29692,30561,21912,24282,24325,24132,24790,27343,27024,27078,24584,22945,24072,23594,21952,20820,21075,21307,19131,18616,17871,16355,15923,14213,13123,11250,9994,8271,4676,2863,2408,2503,2311,1843,1293,842,1339
2012,Femmine,9,Toscana,15266,15616,15653,15982,15954,15775,15695,15658,15345,15358,15485,15476,14703,14817,14748,14675,14390,14682,14647,15510,15533,16095,16172,16894,16506,17109,18190,18434,19184,19985,20501,21242,22547,24113,25194,26712,28121,29512,29902,30018,30368,29547,30719,30626,30803,31114,31250,31634,29636,28777,28457,27395,26633,26296,25754,25427,25123,24960,23539,23537,23330,24260,25606,27330,27477,27700,21748,21707,22059,21244,22322,25085,24150,24348,22296,20453,21022,19740,19152,18519,18835,18985,17153,16691,15906,14595,13696,12561,11312,9824,8778,7390,3968,2325,1810,1873,1897,1481,955,709,1055
2012,Femmine,10,Umbria,3707,3805,3753,4039,3941,3876,3863,3765,3628,3729,3665,3783,3534,3555,3588,3621,3648,3644,3777,3955,3890,4096,4173,4438,4319,4497,4715,4730,5059,5011,5206,5290,5519,5898,6003,6273,6675,6940,6859,6862,6986,6746,7096,7159,7046,7054,7283,7328,7012,6757,6686,6721,6387,6038,5935,6009,5925,5897,5664,5437,5712,5768,6047,6418,5962,5903,4725,5106,5291,4898,4987,5578,5540,5638,5249,4835,4923,4919,4723,4383,4691,4738,4179,3935,3905,3643,3396,3034,2805,2384,2109,1737,1000,570,504,453,440,316,215,162,233
2012,Femmine,11,Marche,6764,6701,6943,6956,6785,6722,6725,6608,6571,6596,6556,6668,6690,6665,6625,6538,6646,6566,6824,7164,7074,7399,7336,7674,7381,7760,8126,8226,8545,8811,8927,9355,9835,10289,10784,10995,11674,11734,11736,11897,12256,11893,12484,12212,12328,12387,12173,12558,12091,11266,11565,11215,11111,10753,10556,10741,10336,9930,9769,9601,9839,9988,9737,10086,9727,9988,8121,8072,8481,8117,8240,9475,9597,9776,8868,8401,8725,8213,8110,7393,7803,7783,6750,6856,6669,6029,5804,5076,4504,3841,3477,3051,1607,930,813,819,780,578,397,285,386
2012,Femmine,12,Lazio,25292,25498,25610,26222,25861,25882,25064,25174,25070,24469,24628,24787,24272,24494,24488,24410,24423,24943,25586,26582,26551,27085,27004,27939,28009,28001,29516,30212,31207,32820,33886,34672,36232,38879,40020,42234,44817,47088,47341,48124,48227,47978,49176,48879,49184,49265,49243,50328,47332,45555,44368,42743,41739,40145,39599,38574,38227,37768,35685,34904,34799,35828,35775,38097,37703,37178,29198,29393,31176,30262,30571,33854,32823,31720,29564,27577,27838,26843,25546,23970,23604,23940,20446,19187,18268,16716,14596,13281,12041,10129,8794,7400,3806,2466,2183,2014,1774,1382,1027,647,1013
2012,Femmine,13,Abruzzo,5368,5610,5517,5641,5626,5459,5618,5520,5574,5369,5739,5598,5695,5818,5700,5975,5895,6127,6360,6583,6700,6915,6897,7114,7099,7153,7672,7690,7687,8294,8010,8107,8480,8850,8841,9264,9637,9905,10010,10277,10528,10288,10671,10625,10836,10810,10938,10897,10371,10044,10060,9812,9741,9333,9279,8941,9133,8875,8426,8363,8598,8674,8874,9115,8596,8322,6386,6812,6766,6591,6567,7665,7775,7187,7178,6863,7057,6796,6998,6245,6403,6586,5716,5423,5269,4727,4348,3893,3403,3034,2621,2248,1247,717,615,637,612,392,282,199,308
2012,Femmine,14,Molise,1155,1175,1103,1172,1208,1222,1214,1202,1242,1295,1301,1368,1384,1373,1401,1453,1531,1513,1586,1690,1634,1673,1694,1786,1722,1726,1837,1875,1827,1892,1914,1896,1978,1980,2035,1985,2180,2263,2187,2255,2245,2230,2390,2393,2471,2536,2445,2507,2316,2367,2286,2354,2342,2274,2170,2127,2124,2214,1983,2063,1928,2039,2144,2113,2043,1837,1506,1481,1413,1350,1568,1820,1969,1665,1757,1796,1774,1756,1754,1598,1562,1699,1419,1367,1370,1235,1047,951,839,798,704,546,280,182,154,169,172,107,85,67,76
2012,Femmine,15,Campania,26863,27590,28843,29247,29694,29669,29992,31017,31622,31226,31717,32369,32364,32442,32486,33156,33936,34355,35747,37624,37493,37630,37630,38434,36874,36679,37073,37911,38036,38358,37968,37885,39035,40133,40799,42325,43492,45553,45083,45346,45887,45203,46162,46298,47092,47339,47303,48530,46050,44981,44060,42462,41551,39730,39064,37645,37716,37665,34411,33404,33317,34295,34485,35262,34229,34591,28459,24602,27006,25969,25298,27748,27550,25730,24548,23354,23550,22338,22470,21212,20492,20716,17702,16796,15298,13516,12389,10458,9291,7673,6516,5185,2803,1864,1605,1414,1350,907,711,491,649
2012,Femmine,16,Puglia,17320,17870,18060,18280,18446,18748,18886,19973,19972,20154,20528,21014,20671,20861,20957,21282,21318,21903,22651,24000,23727,23983,24162,24635,24181,23919,24224,25103,24858,25683,25848,26223,27233,28112,29091,30258,30975,32060,31038,30372,31123,30935,32233,32366,32485,33051,33241,33667,31512,30776,30372,29496,29106,27920,28151,27591,27273,26375,25587,24748,25498,26281,26362,28164,26457,26530,22218,20412,20437,20934,20051,21819,21894,20889,19976,18626,18667,18434,17690,16714,16468,16503,14474,13501,12859,11220,9765,8542,7999,6660,5539,4963,2560,1665,1388,1263,1123,876,618,418,650
2012,Femmine,17,Basilicata,2117,2219,2250,2313,2302,2367,2362,2613,2498,2608,2601,2664,2733,2638,2723,2769,2845,2980,3035,3347,3327,3429,3411,3482,3424,3367,3465,3545,3521,3630,3490,3450,3490,3654,3905,4004,4145,4139,4085,4228,4239,4392,4401,4449,4620,4573,4598,4733,4438,4474,4421,4413,4203,4038,4130,4101,3817,3974,3586,3620,3568,3601,3698,3922,3530,3240,2647,2489,2507,2633,2625,3119,3291,3188,3252,3081,3082,3132,3064,2712,2667,2775,2410,2206,2139,1921,1600,1385,1330,1158,987,804,407,255,218,213,194,145,91,72,90
2012,Femmine,18,Calabria,8250,8594,8508,8871,8682,8836,8857,9043,9106,8929,9402,9573,9546,9850,9763,9968,10398,10514,11253,11886,11794,12124,12559,12891,12850,12711,12721,12767,12709,13003,12787,12909,13150,13050,13735,14107,13950,14273,14060,14349,14582,14416,15361,15035,15202,15375,15222,15845,14976,14999,14831,14656,14221,13258,13486,13201,13097,12976,12235,11632,12023,12306,12249,12585,12281,11404,8853,8845,9003,8979,8700,10030,9986,9729,9283,9318,9406,9188,9119,8812,8333,8083,7216,6546,6285,5723,5183,4657,4029,3295,2810,2465,1331,868,732,711,601,461,339,232,327
2012,Femmine,19,Sicilia,22358,22890,23270,23725,23602,23629,24376,24863,24857,24966,25180,25332,26068,25929,26167,26747,27145,28042,29552,31009,30732,31275,31362,31550,30977,30515,31147,31706,31098,31839,31869,32722,33015,33834,34481,35858,36721,38156,37544,37585,38719,38583,39387,39096,39419,39486,39295,40198,38098,38354,37500,37706,35550,34607,34774,34014,33644,33733,30981,30917,30446,31636,32077,33115,32840,30397,25719,24956,24030,24146,24344,27812,26692,25947,23463,23100,23294,23404,22583,20608,20420,21126,18014,16964,14982,14374,12478,11726,9423,8407,6467,5585,3105,2022,1693,1639,1403,1035,714,468,675
2012,Femmine,20,Sardegna,6187,6368,6321,6433,6459,6433,6433,6369,6600,6560,6734,6827,6708,6537,6644,6711,6939,7216,7594,7939,8108,8660,8477,8673,8784,8940,9290,9368,9738,10093,10234,10379,10654,11407,11656,12220,12798,13156,13265,13175,13479,12978,13573,13357,13661,13874,13827,14228,13786,13406,13240,12655,12464,12290,12414,12148,11849,11941,11378,11331,11196,11223,10842,11306,10772,10010,9685,9535,9450,9602,9093,9996,9299,8633,8083,7986,7491,7672,7418,6913,6449,6646,6035,5791,5071,4803,4037,3938,3342,2686,2192,1927,1313,783,642,590,554,383,278,164,274
2013,Totale,1,Piemonte,37149,37458,38218,39359,39571,39404,38885,38552,38315,38447,37707,37802,38985,37841,37870,37548,36926,36986,37268,37580,38755,39181,39995,39754,41176,40645,41955,43592,44214,45839,48276,48721,50231,51985,55582,58606,61499,65348,68095,68112,69860,71040,70595,72954,72468,72452,73034,72975,74026,69136,66612,65862,63897,62568,60762,60658,59655,58585,57632,55764,56062,55152,57658,58267,61534,60262,58967,45259,48631,48389,49118,49620,54236,53852,52576,48004,44423,44427,41384,39191,37839,36215,35737,31184,28140,25315,22262,19514,16700,14723,12414,10239,8104,4204,2669,2062,1917,1838,1409,930,1422
2013,Totale,2,Valle D'Aosta/Vallée D'Aoste,1177,1211,1200,1269,1234,1253,1264,1168,1169,1193,1145,1197,1221,1178,1127,1065,1158,1068,1065,1065,1139,1130,1188,1170,1245,1228,1268,1287,1313,1392,1412,1310,1481,1411,1743,1640,1787,1890,1984,2011,2057,2120,2107,2246,2180,2200,2231,2180,2315,2152,1971,1981,1810,1903,1723,1736,1708,1691,1675,1631,1565,1584,1607,1669,1728,1602,1547,1196,1317,1349,1403,1416,1445,1374,1371,1197,1120,1079,1017,1002,936,941,937,827,763,679,618,508,419,370,352,280,207,119,84,66,47,43,42,18,34
2013,Totale,3,Lombardia,91891,93224,96252,98259,98515,97051,97403,94883,94826,92940,91594,92356,93190,90708,90040,89040,87966,86391,86731,88107,90338,90613,92009,92718,95940,94651,96191,101548,104987,109772,115205,117467,120933,125439,133488,140404,146794,157412,163231,163193,164925,165575,164468,168816,168186,167804,171270,170120,169318,158270,150285,145716,140918,137229,130887,128591,126720,123221,120806,117292,116862,116040,121006,122270,126878,123168,126853,93543,100334,99046,101036,103250,111880,109239,104828,94054,85272,86361,80339,75293,71998,67831,65343,57435,52148,46728,41229,36429,32138,27803,22406,19093,14988,7964,4738,3846,3595,3396,2563,1659,2542
2013,Totale,4,Trentino-Alto Adige/Südtirol,10539,10679,10915,10768,11062,10912,11006,11138,11256,10995,10916,11175,11434,11346,11321,11316,11262,10902,11031,10959,11271,11216,11229,11053,11233,11092,11167,11486,11704,12236,12518,12499,12677,12794,13529,13634,14110,14978,15843,15998,16288,16879,16681,17582,17380,17329,17735,17875,17832,16730,15857,15826,15211,14718,13831,13554,13164,12631,12200,12028,11786,11504,11923,11366,11760,11501,12376,8802,10128,10713,10583,10638,10125,9751,9213,8271,7744,7625,7321,7045,6726,6450,6424,5595,5217,4790,4353,3992,3519,3202,2737,2277,1806,1010,437,352,282,329,306,227,318
2013,Totale,5,Veneto,44383,45024,46474,46951,48107,47417,47435,47122,47505,46443,45937,45596,47242,46143,46030,45770,45127,44127,44357,44801,46483,46103,47015,46775,48033,46524,47576,50525,51266,52402,54699,56163,58038,60888,65215,67870,71184,74929,79920,79359,80703,81775,82014,84053,83251,84003,84749,84989,85617,80049,77057,75594,71603,71153,66720,65429,64242,62088,61128,59092,58268,57569,59930,59290,61057,59690,64626,44133,51189,52273,50460,50188,52752,51261,49391,44506,41063,41284,39083,35390,34236,32581,31969,27749,26666,24926,21977,19787,16942,15222,12357,10277,8434,4390,2552,2132,1844,1894,1451,961,1398
2013,Totale,6,Friuli-Venezia Giulia,9851,9946,10400,10514,10482,10693,10633,10402,10514,10389,10230,10429,10580,10144,10117,9951,10101,9750,9728,9857,10495,10424,10673,10825,10993,10640,11137,11704,12029,12302,13000,13220,13721,14309,15582,15780,16745,17761,19238,19144,19716,19756,19950,20201,20065,20245,20319,20660,21019,19902,18846,18422,17787,17679,16629,16271,16120,15855,15684,15559,15440,15345,16338,16203,17341,17330,18278,12520,15012,14781,14837,15007,15821,15015,14336,13001,11776,11466,10582,10025,9611,9111,9114,8105,7438,7039,6633,5890,5386,4866,4107,3676,2941,1490,751,673,599,613,475,327,570
2013,Totale,7,Liguria,11584,11318,11779,12324,12537,12312,12485,12372,12452,12212,12501,12555,12638,12394,12501,12463,12713,12324,12567,12774,13562,13287,13349,13431,13722,13319,13201,13903,14118,14468,14605,15273,15240,15909,17285,18421,19449,21136,22467,22948,24052,24389,24547,25319,25576,25492,26573,27160,27443,25785,24868,24112,23289,23051,22183,21911,21360,20699,20784,20160,19617,19574,20932,21408,22753,23483,23813,17274,19562,19084,19683,20277,21902,21580,21362,19553,18087,17824,16946,16443,15955,15476,15349,13844,12535,11185,10136,9024,7741,6935,5894,4962,4002,2048,1443,1121,1038,945,725,422,734
2013,Totale,8,Emilia-Romagna,39414,40249,41613,42308,41957,41589,41023,40263,39678,38741,38831,38515,38970,37267,36991,36759,36175,35497,35918,36230,37321,37942,38513,38397,39050,39342,40516,43350,44967,47007,49261,50516,52817,55493,59810,62396,65906,69594,73045,73178,73838,74258,73276,74396,73826,72902,73802,73047,74272,69263,67118,65658,63786,62323,59417,59185,58436,56036,54706,52243,51638,51135,53653,54358,57408,57250,58253,41267,45960,45822,45170,46339,50212,49378,49145,44542,40499,42416,40837,37735,34960,34383,33969,30069,28233,26164,23203,21859,18957,16987,14126,12098,9598,5242,3000,2438,2351,2161,1668,1115,1663
2013,Totale,9,Toscana,31234,31604,32430,32534,33514,33382,32841,32782,32659,31927,32074,31940,32090,30784,31018,30738,30471,30186,30502,30993,32431,32678,33680,33691,35219,34377,34789,37043,37847,39241,40542,41488,43067,45256,48406,50374,53205,56005,58689,59276,59941,60447,59497,61269,60460,60781,61866,61957,62471,58506,56588,55412,53842,52530,50686,49855,49183,48129,47757,45499,45260,45130,46681,48842,52326,52101,52561,41015,40811,41273,39553,40884,45700,44024,44275,39696,36198,36820,34239,32555,30703,30699,30206,26646,25136,23227,20599,18748,16714,14526,12042,10613,8492,4374,2411,1853,1823,1730,1339,801,1228
2013,Totale,10,Umbria,7589,7607,7865,7855,8276,8168,8037,8025,7753,7661,7681,7584,7735,7601,7507,7459,7516,7538,7538,7829,8274,8189,8441,8691,9111,8824,9147,9437,9516,10270,10119,10471,10592,11126,11633,12081,12524,13113,13712,13637,13557,13688,13449,13962,13949,13791,13874,14289,14481,13512,13141,13119,13004,12416,11749,11535,11707,11491,11284,11030,10427,11007,11138,11633,12378,11530,11163,8937,9489,10026,9262,9393,10433,10136,10402,9261,8480,8664,8501,8076,7399,7668,7535,6420,5976,5689,5274,4642,4105,3598,2945,2583,1972,1084,616,533,445,403,274,183,302
2013,Totale,11,Marche,13177,13762,13932,14245,14298,14030,13847,13812,13791,13574,13750,13515,14028,13770,13936,13750,13653,13841,13741,14280,14888,14922,15283,15095,15609,15192,15887,16306,16524,17070,17714,17961,18708,19604,20816,21402,22153,23249,23826,23434,23860,24483,23868,24618,24473,24478,24659,24489,25126,23952,22726,22976,22201,21633,21069,20556,20751,19951,19308,18858,18741,19025,19500,18785,19405,18814,19070,15653,15256,16038,15238,15213,17381,17717,17738,16086,14831,15238,14425,13731,12246,12840,12570,10739,10475,9825,8649,8090,6794,5965,4908,4230,3508,1819,1001,814,800,733,515,345,507
2013,Totale,12,Lazio,53415,52914,53378,53814,54406,54284,53967,52317,52451,52047,50983,51218,51887,50695,51119,50884,51031,51443,52444,53908,56172,55819,57294,57325,59057,58698,58850,61559,63610,65508,68196,69627,71202,74050,78909,81034,84514,89258,93364,93577,94684,94992,94982,96426,95565,95899,96725,96807,98269,92349,88516,86354,82772,80526,77408,76197,74422,73423,72006,68101,66487,65958,68045,67825,71812,71347,69377,54184,54512,57127,55349,55743,61060,58944,56468,52047,48130,48208,45604,42565,39165,38054,37430,31867,28517,26266,23298,20017,17612,15356,12577,10458,8537,4280,2611,2211,2019,1690,1247,896,1213
2013,Totale,13,Abruzzo,11307,11192,11623,11288,11667,11532,11377,11484,11522,11544,11244,11759,11842,11679,11963,11843,12101,12221,12648,13268,13738,13924,14353,14440,14742,14550,14841,15520,15797,15810,16512,16207,16582,17249,17830,18039,18828,19211,20039,19806,20322,20706,20373,21228,21138,21264,21467,21616,21829,20444,19682,19494,19104,18852,18159,18018,17689,17659,17338,16385,16203,16407,16970,17238,17521,16755,16274,12164,13179,12790,12426,12500,14321,14382,13201,13141,12188,12346,11693,11799,10460,10371,10536,8858,8240,7733,6764,6076,5143,4367,3819,3217,2562,1389,761,620,653,579,384,245,419
2013,Totale,14,Molise,2306,2333,2486,2311,2480,2486,2488,2564,2566,2608,2638,2689,2808,2893,2873,2917,2947,3060,3173,3253,3471,3461,3441,3509,3650,3613,3536,3725,3772,3773,3758,3887,3777,3981,3988,4096,4194,4446,4569,4398,4505,4488,4487,4758,4747,4888,4950,4916,5054,4707,4666,4635,4702,4556,4353,4349,4340,4264,4332,3940,4034,3785,4090,4275,4173,3983,3701,2913,2863,2690,2620,2908,3360,3546,3075,3098,3111,3035,3058,2962,2640,2603,2619,2245,2051,1974,1719,1472,1257,1096,1020,870,645,313,205,173,196,170,104,82,113
2013,Totale,15,Campania,54590,55296,57201,58971,59762,60855,61343,61893,63957,64656,64039,65592,66693,66656,66788,66966,68228,69116,70747,73321,76882,76778,76537,76258,77283,74472,73490,74526,74863,74924,76041,74487,74881,76611,78551,80067,83169,85861,89012,87861,88131,88880,87585,89972,89912,91200,91938,92008,94146,88459,86407,84770,81446,80186,76320,75398,72139,73261,72301,66509,64599,64651,65984,66153,67717,65381,66294,54205,46258,50077,47924,45799,50209,49171,45285,42862,39782,39942,37026,36621,33980,32105,31419,26702,24266,21492,18630,16295,13399,11614,9249,7627,5841,3107,1948,1632,1395,1253,835,599,910
2013,Totale,16,Puglia,34644,35505,36676,37185,37738,38139,38413,39133,40651,40857,41092,42264,43114,42789,42803,43135,43685,43997,45211,46982,49453,49152,49327,49042,50154,49010,48331,48036,49386,49348,50218,50658,51705,53773,55711,57683,59706,61309,62985,60929,59913,61445,60959,62715,62973,63670,64506,64330,65346,60836,59378,58716,57243,55995,53062,53910,52626,52025,50631,49059,47296,48815,50487,50595,53570,50502,50085,42255,38275,38284,39068,37068,40339,39678,37530,35352,32686,32465,31294,29599,27541,26650,26263,22471,20393,18735,16051,13725,11714,10431,8510,6819,5789,2934,1820,1519,1276,1117,826,557,879
2013,Totale,17,Basilicata,4438,4362,4520,4689,4849,4808,4949,4889,5245,5257,5410,5475,5642,5626,5596,5626,5761,5857,6095,6321,6864,6775,7102,7091,6995,7076,6943,7130,7261,7066,7225,7079,7006,7102,7520,7670,8101,8171,8396,8175,8384,8421,8632,8779,8861,9103,8869,9061,9321,8868,8976,8709,8586,8249,8015,7822,8012,7711,7725,7141,7020,6928,7192,7347,7577,6782,6207,4927,4800,4786,4845,4864,5804,5980,5715,5773,5426,5329,5322,5185,4605,4309,4470,3774,3512,3222,2831,2361,1955,1790,1511,1204,982,454,289,249,226,203,139,95,152
2013,Totale,18,Calabria,16903,17023,17459,17669,17853,17934,18367,18325,18784,18838,18573,19267,19693,19476,20093,19967,20647,21190,21906,23259,24173,24227,24899,25644,26152,25660,25375,25366,25640,25258,25664,25508,25550,25916,25956,26698,27804,27626,27902,27781,27967,28271,28024,29576,29281,29433,29670,29469,30784,29135,29042,28752,28399,27785,25845,26551,25803,25695,25588,24149,22888,23478,24015,24033,24398,23856,22007,17160,17234,17269,17062,16463,18795,18531,17512,16834,16442,16489,15825,15639,14495,13542,12977,11364,10047,9229,8330,7243,6283,5299,4233,3441,2923,1518,947,786,710,615,455,319,500
2013,Totale,19,Sicilia,46099,45686,46800,47954,48927,48485,49420,50422,51337,51108,51174,52083,52456,53149,53109,54079,55123,56069,58068,60887,63716,63171,64026,63914,64490,62874,62160,62329,63223,62153,63448,63126,64842,65490,67025,67895,71255,72872,75103,73832,73842,75510,74723,77033,76054,76897,76568,75938,78093,73901,73730,71961,72103,68486,66368,66419,64951,64880,64235,59310,58797,58342,60455,60810,63026,62228,57343,48448,46654,44652,44325,44396,50295,48194,45993,41394,40212,40111,39586,38073,33905,32942,33405,27716,25606,22171,20510,17373,15728,12373,10595,7811,6551,3551,2246,1758,1673,1377,985,640,909
