"Popolazione residente per età, sesso e stato civile al 1° gennaio 2019"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"20";"Sardegna";68;1118;8196;355;439;1;0;0;10109;1237;7192;388;1991;0;0;0;10808;20917
"20";"Sardegna";69;1063;8025;281;420;1;0;0;9790;1068;7005;321;2046;0;0;0;10440;20230
"20";"Sardegna";70;1054;7928;319;478;0;0;0;9779;1174;7024;336;2208;0;0;0;10742;20521
"20";"Sardegna";71;942;7637;273;475;1;0;1;9329;1093;6474;284;2376;0;0;0;10227;19556
"20";"Sardegna";72;788;7251;258;481;0;0;0;8778;1041;5670;276;2425;0;0;0;9412;18190
"20";"Sardegna";73;821;6514;167;453;0;0;0;7955;999;5198;240;2562;0;0;0;8999;16954
"20";"Sardegna";74;761;6153;163;535;2;0;0;7614;1027;4946;203;2680;0;0;0;8856;16470
"20";"Sardegna";75;620;5719;154;527;2;0;0;7022;987;4620;172;2929;0;0;0;8708;15730
"20";"Sardegna";76;656;5770;137;622;0;0;0;7185;933;4444;152;3228;0;1;0;8758;15943
"20";"Sardegna";77;592;5150;134;575;0;0;0;6451;955;3801;139;3273;0;0;0;8168;14619
"20";"Sardegna";78;703;5413;132;727;0;0;0;6975;1048;3865;141;3910;0;0;0;8964;15939
"20";"Sardegna";79;628;5044;109;691;0;0;0;6472;982;3334;123;3756;0;0;0;8195;14667
"20";"Sardegna";80;517;4271;84;668;0;0;0;5540;937;2731;115;3673;0;0;0;7456;12996
"20";"Sardegna";81;459;3716;69;684;0;0;0;4928;878;2315;88;3610;0;0;0;6891;11819
"20";"Sardegna";82;419;3471;58;664;0;0;0;4612;892;1964;79;3652;0;0;0;6587;11199
"20";"Sardegna";83;363;2858;38;619;0;0;0;3878;838;1590;56;3553;0;0;0;6037;9915
"20";"Sardegna";84;368;2820;42;723;0;0;0;3953;790;1393;60;3680;1;0;1;5925;9878
"20";"Sardegna";85;330;2490;37;697;0;0;0;3554;737;1107;67;3632;0;0;0;5543;9097
"20";"Sardegna";86;273;1987;26;657;0;0;0;2943;745;901;31;3343;0;0;0;5020;7963
"20";"Sardegna";87;222;1754;20;596;0;0;1;2593;596;636;34;3100;0;0;0;4366;6959
"20";"Sardegna";88;225;1491;12;641;0;0;0;2369;641;518;35;3155;0;0;0;4349;6718
"20";"Sardegna";89;177;1121;10;510;0;0;0;1818;562;363;20;2770;1;0;0;3716;5534
"20";"Sardegna";90;136;901;8;466;0;0;0;1511;491;279;29;2425;0;0;0;3224;4735
"20";"Sardegna";91;97;683;4;337;0;0;0;1121;391;196;16;2007;0;0;0;2610;3731
"20";"Sardegna";92;98;500;2;363;0;0;0;963;338;133;8;1712;0;0;0;2191;3154
"20";"Sardegna";93;63;304;2;276;0;0;0;645;240;89;9;1300;0;0;0;1638;2283
"20";"Sardegna";94;41;232;1;227;0;0;0;501;214;66;6;1124;0;0;0;1410;1911
"20";"Sardegna";95;38;176;2;179;0;0;0;395;143;32;5;793;0;0;0;973;1368
"20";"Sardegna";96;19;112;1;157;0;0;0;289;104;24;6;620;0;0;0;754;1043
"20";"Sardegna";97;13;68;0;92;0;0;0;173;73;13;4;434;0;0;0;524;697
"20";"Sardegna";98;12;39;0;67;0;0;0;118;50;7;1;356;0;0;0;414;532
"20";"Sardegna";99;3;21;1;44;0;0;0;69;34;5;1;182;0;0;0;222;291
"20";"Sardegna";100;4;35;0;50;0;0;0;89;54;3;3;261;0;0;0;321;410
"20";"Sardegna";999;392628;367361;18126;19077;157;1;2;797352;336161;368437;22757;97454;90;4;2;824905;1622257
"19";"Sicilia";0;20191;0;0;0;0;0;0;20191;19141;0;0;0;0;0;0;19141;39332
"19";"Sicilia";1;20891;0;0;0;0;0;0;20891;19611;0;0;0;0;0;0;19611;40502
"19";"Sicilia";2;20766;0;0;0;0;0;0;20766;19889;0;0;0;0;0;0;19889;40655
"19";"Sicilia";3;21595;0;0;0;0;0;0;21595;20402;0;0;0;0;0;0;20402;41997
"19";"Sicilia";4;22103;0;0;0;0;0;0;22103;20956;0;0;0;0;0;0;20956;43059
"19";"Sicilia";5;21758;0;0;0;0;0;0;21758;20756;0;0;0;0;0;0;20756;42514
"19";"Sicilia";6;22805;0;0;0;0;0;0;22805;21873;0;0;0;0;0;0;21873;44678
"19";"Sicilia";7;22871;0;0;0;0;0;0;22871;21917;0;0;0;0;0;0;21917;44788
"19";"Sicilia";8;23617;0;0;0;0;0;0;23617;22686;0;0;0;0;0;0;22686;46303
"19";"Sicilia";9;24337;0;0;0;0;0;0;24337;23030;0;0;0;0;0;0;23030;47367
"19";"Sicilia";10;24706;0;0;0;0;0;0;24706;23426;0;0;0;0;0;0;23426;48132
"19";"Sicilia";11;24500;0;0;0;0;0;0;24500;23291;0;0;0;0;0;0;23291;47791
"19";"Sicilia";12;25370;0;0;0;0;0;0;25370;23411;0;0;0;0;0;0;23411;48781
"19";"Sicilia";13;25645;0;0;0;0;0;0;25645;24107;0;0;0;0;0;0;24107;49752
"19";"Sicilia";14;26086;0;0;0;0;0;0;26086;24594;0;0;0;0;0;0;24594;50680
"19";"Sicilia";15;25978;0;0;0;0;0;0;25978;24659;0;0;0;0;0;0;24659;50637
"19";"Sicilia";16;26126;0;0;0;0;0;0;26126;24704;2;0;0;0;0;0;24706;50832
"19";"Sicilia";17;27177;2;0;0;0;0;0;27179;25049;4;0;0;0;0;0;25053;52232
"19";"Sicilia";18;28793;8;0;0;0;0;0;28801;25263;67;0;0;0;0;0;25330;54131
"19";"Sicilia";19;29182;28;0;1;0;0;0;29211;25889;217;0;0;0;0;0;26106;55317
"19";"Sicilia";20;28402;52;0;0;0;0;0;28454;25295;510;0;0;0;0;0;25805;54259
"19";"Sicilia";21;28188;155;0;0;2;0;0;28345;25122;841;2;0;1;0;0;25966;54311
"19";"Sicilia";22;28024;296;3;0;0;0;0;28323;25132;1260;4;0;0;0;0;26396;54719
"19";"Sicilia";23;27906;558;2;0;0;0;0;28466;24774;1993;7;2;1;0;0;26777;55243
"19";"Sicilia";24;28312;890;1;0;2;0;0;29205;24500;2904;14;4;3;0;0;27425;56630
"19";"Sicilia";25;28357;1514;5;3;2;0;0;29881;24335;4232;36;5;4;0;0;28612;58493
"19";"Sicilia";26;28735;2311;11;0;1;0;0;31058;24028;5678;31;6;2;0;0;29745;60803
"19";"Sicilia";27;27069;3325;12;0;4;1;0;30411;21655;7452;59;9;2;0;0;29177;59588
"19";"Sicilia";28;26102;4465;34;2;2;0;0;30605;20190;9135;96;11;6;0;0;29438;60043
"19";"Sicilia";29;24367;5928;45;4;2;0;0;30346;18436;10949;122;23;7;0;0;29537;59883
"19";"Sicilia";30;22931;7500;59;4;11;0;0;30505;16527;12770;121;33;8;1;0;29460;59965
"19";"Sicilia";31;20596;8880;73;4;5;0;0;29558;14453;13971;217;23;8;0;0;28672;58230
"19";"Sicilia";32;18889;10539;98;8;9;0;0;29543;12793;15508;252;50;4;0;0;28607;58150
"19";"Sicilia";33;17404;11919;117;13;6;1;0;29460;11665;17028;311;36;7;0;0;29047;58507
"19";"Sicilia";34;16138;13552;191;13;10;0;0;29904;10888;18344;396;77;3;0;0;29708;59612
"19";"Sicilia";35;14597;14705;216;20;10;0;0;29548;9439;19287;473;75;3;0;0;29277;58825
"19";"Sicilia";36;13912;16168;277;14;12;0;0;30383;8860;20692;556;115;14;0;0;30237;60620
"19";"Sicilia";37;12819;17068;296;19;11;0;0;30213;8133;21489;594;136;10;0;0;30362;60575
"19";"Sicilia";38;12101;18871;366;22;9;0;0;31369;7661;22919;696;150;6;0;0;31432;62801
"19";"Sicilia";39;11448;19561;430;47;12;0;0;31498;7250;23745;793;178;9;0;0;31975;63473
"19";"Sicilia";40;11023;20902;498;41;8;1;0;32473;6891;24708;932;223;5;0;0;32759;65232
"19";"Sicilia";41;10340;21765;589;37;14;0;0;32745;6718;25453;970;262;4;1;0;33408;66153
"19";"Sicilia";42;10313;23386;719;53;3;0;0;34474;6581;26941;1154;310;4;0;0;34990;69464
"19";"Sicilia";43;9772;24651;730;79;16;0;0;35248;6404;27907;1210;348;11;0;0;35880;71128
"19";"Sicilia";44;9592;25720;830;81;8;0;0;36231;6305;29174;1394;468;6;0;0;37347;73578
"19";"Sicilia";45;8664;25803;865;121;12;1;0;35466;5783;28976;1465;535;7;0;0;36766;72232
"19";"Sicilia";46;8295;26187;979;110;13;0;0;35584;5584;29233;1526;608;1;0;0;36952;72536
"19";"Sicilia";47;7661;27135;1052;138;13;0;0;35999;5500;30321;1527;652;10;0;0;38010;74009
"19";"Sicilia";48;7009;27246;1071;149;8;0;0;35483;5287;30169;1621;774;8;1;0;37860;73343
"19";"Sicilia";49;6807;28774;1144;197;10;0;0;36932;5137;30999;1658;927;5;1;0;38727;75659
"19";"Sicilia";50;6231;28647;1176;223;15;1;0;36293;5002;30581;1763;1052;3;0;1;38402;74695
"19";"Sicilia";51;5901;29298;1183;265;14;0;0;36661;4783;30996;1775;1199;0;1;0;38754;75415
"19";"Sicilia";52;5569;29193;1212;262;12;0;0;36248;4721;30846;1759;1285;4;0;0;38615;74863
"19";"Sicilia";53;5164;29185;1214;266;12;0;0;35841;4634;30600;1737;1493;2;1;0;38467;74308
"19";"Sicilia";54;5045;30211;1345;344;13;0;0;36958;4485;31259;1786;1710;0;0;0;39240;76198
"19";"Sicilia";55;4303;28872;1217;407;7;1;1;34808;4201;29622;1624;1811;1;0;1;37260;72068
"19";"Sicilia";56;3976;28813;1217;426;12;1;0;34445;4052;29608;1567;2139;1;0;0;37367;71812
"19";"Sicilia";57;3811;28062;1164;464;6;0;0;33507;3850;28883;1541;2225;2;0;0;36501;70008
"19";"Sicilia";58;3475;28303;1096;484;6;0;0;33364;3838;28762;1482;2633;2;0;0;36717;70081
"19";"Sicilia";59;3282;27028;1068;518;6;0;0;31902;3456;26830;1426;2871;0;0;0;34583;66485
"19";"Sicilia";60;3022;26095;958;570;4;0;0;30649;3221;25907;1340;3137;1;0;0;33606;64255
"19";"Sicilia";61;2819;26090;973;623;12;0;0;30517;3252;25637;1308;3425;2;0;0;33624;64141
"19";"Sicilia";62;2540;25617;848;639;7;2;0;29653;3082;24904;1126;3707;2;0;0;32821;62474
"19";"Sicilia";63;2466;25718;894;748;3;1;0;29830;2903;24242;1128;4007;1;1;1;32283;62113
"19";"Sicilia";64;2228;25209;765;875;5;0;0;29082;2899;23943;1102;4514;0;0;0;32458;61540
"19";"Sicilia";65;1992;23328;743;808;7;0;0;26878;2594;21567;1046;4491;0;0;0;29698;56576
"19";"Sicilia";66;1938;22871;690;912;3;1;0;26415;2502;20956;946;5014;1;0;0;29419;55834
"19";"Sicilia";67;1802;22870;675;942;3;0;0;26292;2492;20153;871;5354;0;0;0;28870;55162
"19";"Sicilia";68;1719;23385;615;1105;2;0;0;26826;2557;20244;973;6106;1;0;0;29881;56707
"19";"Sicilia";69;1622;23308;605;1172;3;0;1;26711;2388;19960;809;6913;0;0;0;30070;56781
"19";"Sicilia";70;1612;23877;589;1382;5;0;1;27466;2503;19929;785;7692;0;0;1;30910;58376
"19";"Sicilia";71;1474;23269;563;1461;0;0;0;26767;2374;18755;738;8530;0;0;0;30397;57164
"19";"Sicilia";72;1305;20779;487;1496;2;0;0;24069;2173;16584;644;8512;1;0;0;27914;51983
"19";"Sicilia";73;1008;17530;365;1338;2;0;0;20243;1906;13353;493;7632;0;0;0;23384;43627
"19";"Sicilia";74;966;16299;328;1397;3;0;0;18993;1757;12110;515;8111;0;0;1;22494;41487
"19";"Sicilia";75;856;15027;313;1575;0;0;0;17771;1709;10886;411;8368;0;0;0;21374;39145
"19";"Sicilia";76;811;14472;252;1569;0;0;0;17104;1658;10150;407;8983;0;0;0;21198;38302
"19";"Sicilia";77;754;14059;220;1673;1;0;0;16707;1724;9366;398;9659;0;0;1;21148;37855
"19";"Sicilia";78;843;15289;245;2056;0;0;0;18433;1854;9910;419;11710;0;0;0;23893;42326
"19";"Sicilia";79;755;14156;233;2166;1;0;0;17311;1747;8629;352;11844;0;0;0;22572;39883
"19";"Sicilia";80;656;12831;194;2122;0;0;0;15803;1681;7434;310;11932;0;0;0;21357;37160
"19";"Sicilia";81;593;10869;133;2053;1;0;0;13649;1528;5955;281;11056;0;0;0;18820;32469
"19";"Sicilia";82;512;9997;124;2125;0;0;0;12758;1488;5054;239;11153;0;0;0;17934;30692
"19";"Sicilia";83;478;9082;125;2196;2;0;0;11883;1474;4287;204;11484;0;0;0;17449;29332
"19";"Sicilia";84;451;8278;86;2326;1;0;0;11142;1324;3613;206;11633;0;0;0;16776;27918
"19";"Sicilia";85;368;7316;72;2337;1;0;0;10094;1343;2930;159;11076;0;0;0;15508;25602
"19";"Sicilia";86;305;5670;63;2190;0;0;0;8228;1228;2207;142;10066;0;0;0;13643;21871
"19";"Sicilia";87;272;4841;37;2118;1;0;0;7269;1172;1693;130;9584;0;0;0;12579;19848
"19";"Sicilia";88;280;4239;41;2103;1;0;0;6664;1118;1379;125;9548;0;0;0;12170;18834
"19";"Sicilia";89;194;3020;31;1645;0;0;0;4890;908;888;77;7577;0;0;0;9450;14340
"19";"Sicilia";90;151;2377;24;1482;0;0;0;4034;812;666;90;6574;0;0;0;8142;12176
"19";"Sicilia";91;117;1746;24;1252;0;0;0;3139;662;409;51;5307;0;0;0;6429;9568
"19";"Sicilia";92;97;1238;17;1060;0;0;0;2412;551;291;53;4699;0;0;0;5594;8006
"19";"Sicilia";93;91;882;8;805;0;0;0;1786;491;196;38;3632;0;0;0;4357;6143
"19";"Sicilia";94;64;583;6;675;1;0;0;1329;384;150;30;3022;0;0;0;3586;4915
"19";"Sicilia";95;52;368;2;504;0;0;0;926;247;96;20;2114;0;0;0;2477;3403
"19";"Sicilia";96;25;234;3;388;0;0;0;650;207;63;11;1674;0;0;0;1955;2605
"19";"Sicilia";97;23;149;3;249;0;0;0;424;132;28;12;1100;0;0;0;1272;1696
"19";"Sicilia";98;24;83;3;157;0;0;0;267;104;31;7;797;0;0;0;939;1206
"19";"Sicilia";99;8;41;1;79;0;0;0;129;49;10;0;391;0;0;0;450;579
"19";"Sicilia";100;12;56;3;116;0;0;0;187;94;23;4;669;0;0;0;790;977
"19";"Sicilia";999;1094332;1200624;34966;57328;389;11;3;2387653;963294;1207453;52697;297255;183;7;6;2520895;4908548
"09";"Toscana";0;12409;0;0;0;0;0;0;12409;12016;0;0;0;0;0;0;12016;24425
"09";"Toscana";1;13380;0;0;0;0;0;0;13380;12598;0;0;0;0;0;0;12598;25978
"09";"Toscana";2;13811;0;0;0;0;0;0;13811;13148;0;0;0;0;0;0;13148;26959
"09";"Toscana";3;14244;0;0;0;0;0;0;14244;13211;0;0;0;0;0;0;13211;27455
"09";"Toscana";4;14897;0;0;0;0;0;0;14897;14113;0;0;0;0;0;0;14113;29010
"09";"Toscana";5;15150;0;0;0;0;0;0;15150;14237;0;0;0;0;0;0;14237;29387
"09";"Toscana";6;15919;0;0;0;0;0;0;15919;15274;0;0;0;0;0;0;15274;31193
"09";"Toscana";7;16196;0;0;0;0;0;0;16196;15384;0;0;0;0;0;0;15384;31580
"09";"Toscana";8;16744;0;0;0;0;0;0;16744;15826;0;0;0;0;0;0;15826;32570
"09";"Toscana";9;16854;0;0;0;0;0;0;16854;15907;0;0;0;0;0;0;15907;32761
"09";"Toscana";10;17550;0;0;0;0;0;0;17550;16224;0;0;0;0;0;0;16224;33774
"09";"Toscana";11;17364;0;0;0;0;0;0;17364;16091;0;0;0;0;0;0;16091;33455
"09";"Toscana";12;17088;0;0;0;0;0;0;17088;16054;0;0;0;0;0;0;16054;33142
"09";"Toscana";13;17032;0;0;0;0;0;0;17032;15940;0;0;0;0;0;0;15940;32972
"09";"Toscana";14;17040;0;0;0;0;0;0;17040;15914;0;0;0;0;0;0;15914;32954
"09";"Toscana";15;16656;0;0;0;0;0;0;16656;15531;0;0;0;0;0;0;15531;32187
"09";"Toscana";16;16752;0;0;0;0;0;0;16752;15621;0;0;0;0;0;0;15621;32373
"09";"Toscana";17;16632;0;0;0;0;0;0;16632;15638;1;1;0;0;0;0;15640;32272
"09";"Toscana";18;17100;1;0;0;0;0;0;17101;15681;25;0;0;0;0;0;15706;32807
"09";"Toscana";19;17108;4;0;0;0;0;0;17112;15061;86;0;0;1;0;0;15148;32260
"09";"Toscana";20;17705;16;0;0;0;0;0;17721;15132;236;2;0;0;0;0;15370;33091
"09";"Toscana";21;17397;39;0;0;0;1;0;17437;15088;348;1;0;0;0;0;15437;32874
"09";"Toscana";22;17137;102;1;3;3;0;0;17246;14970;566;3;1;3;0;0;15543;32789
"09";"Toscana";23;16847;154;2;1;1;0;0;17005;14622;827;10;1;1;0;0;15461;32466
"09";"Toscana";24;16631;284;3;1;2;0;0;16921;14739;1066;4;1;0;0;0;15810;32731
"09";"Toscana";25;16903;398;3;1;4;0;0;17309;14394;1537;20;1;6;0;0;15958;33267
"09";"Toscana";26;17261;722;11;5;6;0;0;18005;14836;2253;28;0;3;0;1;17121;35126
"09";"Toscana";27;16909;1097;8;2;10;0;0;18026;14260;2856;39;3;1;0;0;17159;35185
"09";"Toscana";28;17218;1719;13;0;10;0;0;18960;14107;3686;71;12;3;0;1;17880;36840
"09";"Toscana";29;16199;2259;33;3;12;0;0;18506;13387;4534;82;13;8;0;0;18024;36530
"09";"Toscana";30;16134;3096;35;1;11;0;0;19277;12893;5780;132;16;12;0;0;18833;38110
"09";"Toscana";31;14754;3962;51;3;14;0;0;18784;11727;6641;166;17;12;0;0;18563;37347
"09";"Toscana";32;13652;4696;87;2;16;0;0;18453;11010;7682;214;17;15;0;0;18938;37391
"09";"Toscana";33;13733;5552;136;1;19;0;0;19441;10901;8594;300;34;20;0;0;19849;39290
"09";"Toscana";34;13058;6595;162;7;20;0;0;19842;10165;9458;333;30;10;0;0;19996;39838
"09";"Toscana";35;12618;7522;193;11;25;0;0;20369;9862;10324;444;40;15;0;0;20685;41054
"09";"Toscana";36;12330;8531;260;6;18;0;0;21145;9528;11091;496;47;19;0;0;21181;42326
"09";"Toscana";37;11712;9300;306;11;19;0;0;21348;8984;11906;639;66;16;0;0;21611;42959
"09";"Toscana";38;11475;10218;424;10;19;0;0;22146;8767;12598;691;81;18;1;0;22156;44302
"09";"Toscana";39;11342;11156;495;22;23;0;0;23038;8734;13694;824;107;14;1;0;23374;46412
"09";"Toscana";40;11609;12280;517;24;21;0;0;24451;8963;14728;1075;124;25;1;1;24917;49368
"09";"Toscana";41;11349;13326;630;23;22;0;0;25350;8765;15692;1198;146;25;2;1;25829;51179
"09";"Toscana";42;11317;14218;839;33;25;0;0;26432;8651;17087;1341;165;21;0;0;27265;53697
"09";"Toscana";43;11399;15357;925;47;29;1;0;27758;8606;18253;1575;205;21;0;0;28660;56418
"09";"Toscana";44;11322;16674;1061;55;43;0;0;29155;8349;19652;1750;270;23;0;0;30044;59199
"09";"Toscana";45;10513;17520;1176;67;27;0;0;29303;8027;20042;1986;249;23;0;0;30327;59630
"09";"Toscana";46;9959;18380;1303;95;23;0;0;29760;7401;20435;2119;345;22;0;0;30322;60082
"09";"Toscana";47;9264;19040;1425;89;27;0;0;29845;7031;21026;2270;400;16;0;0;30743;60588
"09";"Toscana";48;8834;19109;1606;92;20;1;0;29662;6396;20636;2360;412;11;0;0;29815;59477
"09";"Toscana";49;8023;20198;1809;96;25;0;1;30152;6178;21778;2525;493;10;1;0;30985;61137
"09";"Toscana";50;7482;20135;1759;123;31;0;0;29530;5894;21675;2607;576;19;0;0;30771;60301
"09";"Toscana";51;7012;20494;1906;147;18;0;0;29577;5465;22137;2746;683;23;0;1;31055;60632
"09";"Toscana";52;6763;21182;2119;181;25;0;0;30270;5111;22517;2757;750;12;0;0;31147;61417
"09";"Toscana";53;6239;21595;2117;210;31;0;1;30193;4905;22648;2860;819;10;0;0;31242;61435
"09";"Toscana";54;5671;22072;2264;284;34;0;0;30325;4526;23133;2964;994;17;0;1;31635;61960
"09";"Toscana";55;4893;20954;2100;271;32;0;0;28250;3917;21774;2877;1053;13;0;0;29634;57884
"09";"Toscana";56;4440;20389;2055;262;23;0;0;27169;3504;21219;2632;1251;11;0;0;28617;55786
"09";"Toscana";57;3961;20076;1963;314;22;0;0;26336;3324;20973;2627;1353;10;0;0;28287;54623
"09";"Toscana";58;3526;19920;1957;342;23;0;0;25768;2988;20278;2476;1444;12;0;0;27198;52966
"09";"Toscana";59;3303;19604;1816;381;21;0;1;25126;2847;19761;2298;1604;9;0;0;26519;51645
"09";"Toscana";60;2961;18618;1622;418;36;0;1;23656;2621;19418;2189;1748;10;0;1;25987;49643
"09";"Toscana";61;2606;18506;1627;440;22;0;0;23201;2441;18896;2051;1955;5;0;0;25348;48549
"09";"Toscana";62;2467;18310;1487;550;21;0;0;22835;2242;18583;1896;2270;5;0;1;24997;47832
"09";"Toscana";63;2390;17780;1430;580;18;1;0;22199;2075;18384;1847;2319;10;0;1;24636;46835
"09";"Toscana";64;2087;17805;1327;594;13;0;0;21826;1903;18185;1808;2553;4;0;0;24453;46279
"09";"Toscana";65;1938;17216;1168;658;8;0;0;20988;1740;16887;1593;2677;4;0;1;22902;43890
"09";"Toscana";66;1766;17041;1092;698;12;0;0;20609;1581;17011;1433;2892;3;0;1;22921;43530
"09";"Toscana";67;1739;17064;1011;789;18;0;0;20621;1409;16663;1355;3135;4;0;0;22566;43187
"09";"Toscana";68;1631;17560;1049;870;8;0;0;21118;1433;16902;1366;3617;7;0;0;23325;44443
"09";"Toscana";69;1617;18265;944;983;11;0;0;21820;1418;17454;1270;4377;3;0;0;24522;46342
"09";"Toscana";70;1618;19391;935;1191;7;0;0;23142;1389;18314;1305;5028;2;0;0;26038;49180
"09";"Toscana";71;1493;19173;891;1231;11;0;0;22799;1306;18018;1240;5544;0;1;0;26109;48908
"09";"Toscana";72;1420;19166;758;1448;9;0;0;22801;1326;17425;1154;6230;2;0;0;26137;48938
"09";"Toscana";73;1060;14555;581;1260;6;0;0;17462;951;13212;823;5324;1;0;0;20311;37773
"09";"Toscana";74;1032;14314;548;1336;7;0;0;17237;1003;12504;743;5965;4;0;0;20219;37456
"09";"Toscana";75;973;14131;454;1467;5;0;0;17030;971;12206;711;6400;2;0;0;20290;37320
"09";"Toscana";76;1031;13105;430;1392;11;0;0;15969;996;11126;605;6695;0;0;0;19422;35391
"09";"Toscana";77;1053;13027;397;1546;9;0;0;16032;945;11113;597;7455;2;0;0;20112;36144
"09";"Toscana";78;1096;14078;388;1880;8;0;0;17450;1045;11381;616;9434;2;0;0;22478;39928
"09";"Toscana";79;1106;13250;320;2013;1;0;1;16691;990;10178;518;9612;0;0;0;21298;37989
"09";"Toscana";80;930;12895;303;2161;0;0;0;16289;985;9421;429;10306;0;0;0;21141;37430
"09";"Toscana";81;876;10848;262;1987;0;0;0;13973;929;7647;385;10069;0;0;0;19030;33003
"09";"Toscana";82;743;9267;179;2038;1;0;0;12228;885;6142;315;9682;1;0;1;17026;29254
"09";"Toscana";83;711;9059;166;2002;0;0;0;11938;836;5590;292;10301;1;0;0;17020;28958
"09";"Toscana";84;593;7583;166;2022;3;0;0;10367;775;4339;235;10055;0;0;0;15404;25771
"09";"Toscana";85;563;6652;100;1961;5;0;0;9281;734;3404;195;10075;0;0;0;14408;23689
"09";"Toscana";86;486;5542;79;1910;0;0;0;8017;728;2776;172;9643;0;0;0;13319;21336
"09";"Toscana";87;446;4969;75;1793;2;0;0;7285;711;2234;163;9617;0;0;0;12725;20010
"09";"Toscana";88;407;4136;70;1879;1;0;0;6493;665;1780;158;9595;0;0;0;12198;18691
"09";"Toscana";89;262;3197;43;1584;0;0;0;5086;570;1250;106;8274;0;0;0;10200;15286
"09";"Toscana";90;215;2469;28;1442;0;0;0;4154;563;873;79;7605;0;0;0;9120;13274
"09";"Toscana";91;159;1908;25;1288;0;0;0;3380;501;584;66;6599;0;0;0;7750;11130
"09";"Toscana";92;150;1350;19;1101;0;0;0;2620;422;439;57;5445;0;0;0;6363;8983
"09";"Toscana";93;105;883;7;883;0;0;0;1878;326;269;49;4675;0;0;0;5319;7197
"09";"Toscana";94;77;609;12;741;0;0;0;1439;318;182;35;3728;0;0;0;4263;5702
"09";"Toscana";95;50;408;6;575;0;0;0;1039;223;120;18;2972;0;0;0;3333;4372
"09";"Toscana";96;35;242;4;394;0;0;0;675;146;70;16;2223;0;0;0;2455;3130
"09";"Toscana";97;28;147;6;315;0;0;0;496;140;49;8;1658;0;0;0;1855;2351
"09";"Toscana";98;11;79;1;198;0;0;0;289;90;30;10;1218;0;0;0;1348;1637
"09";"Toscana";99;5;38;0;89;0;0;0;132;42;7;3;542;0;0;0;594;726
"09";"Toscana";100;5;32;0;127;0;0;0;164;88;13;7;718;0;0;0;826;990
"09";"Toscana";999;817761;864614;53580;51060;1007;4;5;1788031;708885;882312;77461;244053;582;7;12;1913312;3701343
"04";"Trentino-Alto Adige/Südtirol";0;4949;0;0;0;0;0;0;4949;4690;0;0;0;0;0;0;4690;9639
"04";"Trentino-Alto Adige/Südtirol";1;5125;0;0;0;0;0;0;5125;4836;0;0;0;0;0;0;4836;9961
"04";"Trentino-Alto Adige/Südtirol";2;5234;0;0;0;0;0;0;5234;5006;0;0;0;0;0;0;5006;10240
"04";"Trentino-Alto Adige/Südtirol";3;5295;0;0;0;0;0;0;5295;5006;0;0;0;0;0;0;5006;10301
"04";"Trentino-Alto Adige/Südtirol";4;5453;0;0;0;0;0;0;5453;5133;0;0;0;0;0;0;5133;10586
"04";"Trentino-Alto Adige/Südtirol";5;5466;0;0;0;0;0;0;5466;5128;0;0;0;0;0;0;5128;10594
"04";"Trentino-Alto Adige/Südtirol";6;5571;0;0;0;0;0;0;5571;5232;0;0;0;0;0;0;5232;10803
"04";"Trentino-Alto Adige/Südtirol";7;5553;0;0;0;0;0;0;5553;5308;0;0;0;0;0;0;5308;10861
"04";"Trentino-Alto Adige/Südtirol";8;5711;0;0;0;0;0;0;5711;5315;0;0;0;0;0;0;5315;11026
"04";"Trentino-Alto Adige/Südtirol";9;5631;0;0;0;0;0;0;5631;5284;0;0;0;0;0;0;5284;10915
"04";"Trentino-Alto Adige/Südtirol";10;5746;0;0;0;0;0;0;5746;5466;0;0;0;0;0;0;5466;11212
"04";"Trentino-Alto Adige/Südtirol";11;5781;0;0;0;0;0;0;5781;5323;0;0;0;0;0;0;5323;11104
"04";"Trentino-Alto Adige/Südtirol";12;5757;0;0;0;0;0;0;5757;5425;0;0;0;0;0;0;5425;11182
"04";"Trentino-Alto Adige/Südtirol";13;5926;0;0;0;0;0;0;5926;5399;0;0;0;0;0;0;5399;11325
"04";"Trentino-Alto Adige/Südtirol";14;5910;0;0;0;0;0;0;5910;5568;0;0;0;0;0;0;5568;11478
"04";"Trentino-Alto Adige/Südtirol";15;5819;0;0;0;0;0;0;5819;5375;0;0;0;0;0;0;5375;11194
"04";"Trentino-Alto Adige/Südtirol";16;5723;0;0;0;0;0;0;5723;5353;0;0;0;0;0;0;5353;11076
"04";"Trentino-Alto Adige/Südtirol";17;5959;0;0;0;0;0;0;5959;5422;3;0;0;0;0;0;5425;11384
"04";"Trentino-Alto Adige/Südtirol";18;6002;1;0;0;0;0;0;6003;5664;6;0;0;0;0;0;5670;11673
"04";"Trentino-Alto Adige/Südtirol";19;6067;2;0;0;0;0;0;6069;5608;51;0;0;0;0;0;5659;11728
