"Popolazione residente per età, sesso e stato civile al 1° gennaio 2023"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"13";"Abruzzo";44;3419;5180;276;18;7;0;0;8900;2155;5926;486;82;4;0;0;8653;17553
"13";"Abruzzo";45;3401;5217;296;33;8;0;0;8955;2114;6073;470;104;7;0;0;8768;17723
"13";"Abruzzo";46;3289;5586;394;27;6;0;0;9302;2110;6443;527;131;3;0;0;9214;18516
"13";"Abruzzo";47;3119;5806;393;50;6;0;0;9374;2101;6743;651;150;1;0;0;9646;19020
"13";"Abruzzo";48;3132;6332;433;34;7;0;0;9938;1915;7113;677;191;8;0;0;9904;19842
"13";"Abruzzo";49;2822;6280;504;56;6;0;0;9668;1792;7271;700;177;4;0;0;9944;19612
"13";"Abruzzo";50;2693;6721;490;52;6;0;0;9962;1752;7487;712;211;3;0;0;10165;20127
"13";"Abruzzo";51;2593;6764;578;40;5;0;0;9980;1751;7765;748;261;2;0;0;10527;20507
"13";"Abruzzo";52;2453;6844;516;53;8;0;0;9874;1483;7697;767;288;4;0;0;10239;20113
"13";"Abruzzo";53;2358;7359;607;58;6;0;0;10388;1552;7912;839;320;3;0;0;10626;21014
"13";"Abruzzo";54;2172;7411;586;84;5;0;0;10258;1397;7880;826;389;2;0;0;10494;20752
"13";"Abruzzo";55;1961;7526;627;83;6;0;1;10204;1361;8151;807;404;5;0;0;10728;20932
"13";"Abruzzo";56;1845;7803;627;114;7;0;0;10396;1243;8222;786;508;2;0;0;10761;21157
"13";"Abruzzo";57;1716;7823;696;139;9;0;0;10383;1122;8352;759;560;4;0;0;10797;21180
"13";"Abruzzo";58;1655;8069;643;146;5;0;0;10518;1093;8213;827;608;1;0;0;10742;21260
"13";"Abruzzo";59;1402;7632;600;145;4;0;0;9783;999;7816;740;688;1;0;0;10244;20027
"13";"Abruzzo";60;1296;7321;620;144;6;0;0;9387;911;7542;652;756;1;0;0;9862;19249
"13";"Abruzzo";61;1132;7096;582;167;2;0;0;8979;905;7505;635;814;2;0;0;9861;18840
"13";"Abruzzo";62;1066;7150;518;171;6;0;0;8911;838;7255;633;905;4;0;0;9635;18546
"13";"Abruzzo";63;960;7081;464;214;3;0;0;8722;738;7185;559;981;3;0;0;9466;18188
"13";"Abruzzo";64;931;6793;441;206;1;0;0;8372;724;6804;518;1001;2;0;0;9049;17421
"13";"Abruzzo";65;824;6776;412;238;3;0;0;8253;676;6628;468;1111;0;0;0;8883;17136
"13";"Abruzzo";66;720;6831;438;225;2;0;0;8216;588;6370;411;1280;0;0;0;8649;16865
"13";"Abruzzo";67;727;6613;375;283;1;0;0;7999;588;6397;448;1386;0;0;0;8819;16818
"13";"Abruzzo";68;669;6510;336;298;2;0;0;7815;538;6119;380;1545;2;1;0;8585;16400
"13";"Abruzzo";69;556;6137;329;264;2;0;0;7288;486;5614;365;1534;1;0;0;8000;15288
"13";"Abruzzo";70;562;6028;279;340;1;0;0;7210;478;5357;343;1767;1;0;0;7946;15156
"13";"Abruzzo";71;464;5939;259;337;0;0;0;6999;420;5402;322;1922;0;0;0;8066;15065
"13";"Abruzzo";72;444;6259;252;380;1;0;0;7336;435;5353;275;2035;1;0;0;8099;15435
"13";"Abruzzo";73;479;6182;223;431;2;0;0;7317;426;5235;258;2336;0;0;0;8255;15572
"13";"Abruzzo";74;446;6157;189;432;1;0;0;7225;435;5055;240;2628;0;0;0;8358;15583
"13";"Abruzzo";75;397;5725;194;492;0;0;0;6808;371;4457;224;2710;0;0;0;7762;14570
"13";"Abruzzo";76;381;5507;149;491;3;0;0;6531;331;4092;189;2817;0;0;0;7429;13960
"13";"Abruzzo";77;233;3941;113;363;1;0;0;4651;252;2969;147;2274;0;0;0;5642;10293
"13";"Abruzzo";78;262;4152;111;470;0;0;0;4995;261;2827;140;2621;0;0;0;5849;10844
"13";"Abruzzo";79;245;3788;88;486;1;0;0;4608;263;2627;118;2706;0;0;0;5714;10322
"13";"Abruzzo";80;217;3464;76;534;1;0;0;4292;248;2278;103;2803;0;0;0;5432;9724
"13";"Abruzzo";81;207;3313;62;573;0;0;0;4155;231;2095;100;2919;0;0;0;5345;9500
"13";"Abruzzo";82;218;3558;76;660;1;0;0;4513;280;2159;100;3478;0;0;0;6017;10530
"13";"Abruzzo";83;194;3360;88;663;0;0;0;4305;269;1816;77;3755;0;0;0;5917;10222
"13";"Abruzzo";84;157;2775;56;713;0;0;0;3701;255;1478;69;3383;0;0;0;5185;8886
"13";"Abruzzo";85;148;2579;38;687;0;0;0;3452;224;1282;61;3334;0;0;0;4901;8353
"13";"Abruzzo";86;122;2081;36;607;0;0;0;2846;217;954;49;3149;0;0;0;4369;7215
"13";"Abruzzo";87;104;1871;29;629;0;0;0;2633;199;836;45;3083;0;0;0;4163;6796
"13";"Abruzzo";88;80;1446;12;582;0;0;0;2120;163;590;29;2930;0;0;0;3712;5832
"13";"Abruzzo";89;72;1256;15;544;1;0;0;1888;176;508;32;2727;0;0;0;3443;5331
"13";"Abruzzo";90;49;941;12;454;0;0;0;1456;155;340;21;2281;0;0;0;2797;4253
"13";"Abruzzo";91;50;718;15;445;0;0;0;1228;138;263;22;2100;0;0;0;2523;3751
"13";"Abruzzo";92;44;568;9;414;0;0;0;1035;138;200;19;1934;0;0;0;2291;3326
"13";"Abruzzo";93;18;394;5;276;0;0;0;693;112;109;15;1459;0;0;0;1695;2388
"13";"Abruzzo";94;12;241;3;233;0;0;0;489;76;91;10;1140;0;0;0;1317;1806
"13";"Abruzzo";95;17;169;0;188;0;0;0;374;58;55;6;911;0;0;0;1030;1404
"13";"Abruzzo";96;9;88;1;119;0;0;0;217;31;37;3;637;0;0;0;708;925
"13";"Abruzzo";97;4;55;1;94;0;0;0;154;38;32;2;499;0;0;0;571;725
"13";"Abruzzo";98;0;45;0;70;0;0;0;115;30;17;3;337;0;0;0;387;502
"13";"Abruzzo";99;4;28;0;29;0;0;0;61;10;19;2;252;0;0;0;283;344
"13";"Abruzzo";100;7;39;0;69;0;0;0;115;37;27;2;414;0;0;0;480;595
"13";"Abruzzo";999;290183;299392;16559;16320;220;3;2;622679;242783;300737;22107;84152;157;12;0;649948;1272627
"17";"Basilicata";0;1721;0;0;0;0;0;0;1721;1474;0;0;0;0;0;0;1474;3195
"17";"Basilicata";1;1733;0;0;0;0;0;0;1733;1604;0;0;0;0;0;0;1604;3337
"17";"Basilicata";2;1850;0;0;0;0;0;0;1850;1661;0;0;0;0;0;0;1661;3511
"17";"Basilicata";3;1911;0;0;0;0;0;0;1911;1746;0;0;0;0;0;0;1746;3657
"17";"Basilicata";4;1878;0;0;0;0;0;0;1878;1842;0;0;0;0;0;0;1842;3720
"17";"Basilicata";5;2086;0;0;0;0;0;0;2086;1860;0;0;0;0;0;0;1860;3946
"17";"Basilicata";6;2062;0;0;0;0;0;0;2062;1950;0;0;0;0;0;0;1950;4012
"17";"Basilicata";7;2076;0;0;0;0;0;0;2076;1980;0;0;0;0;0;0;1980;4056
"17";"Basilicata";8;2063;0;0;0;0;0;0;2063;2016;0;0;0;0;0;0;2016;4079
"17";"Basilicata";9;2096;0;0;0;0;0;0;2096;1955;0;0;0;0;0;0;1955;4051
"17";"Basilicata";10;2330;0;0;0;0;0;0;2330;2101;0;0;0;0;0;0;2101;4431
"17";"Basilicata";11;2261;0;0;0;0;0;0;2261;2149;0;0;0;0;0;0;2149;4410
"17";"Basilicata";12;2341;0;0;0;0;0;0;2341;2219;0;0;0;0;0;0;2219;4560
"17";"Basilicata";13;2485;0;0;0;0;0;0;2485;2267;0;0;0;0;0;0;2267;4752
"17";"Basilicata";14;2540;0;0;0;0;0;0;2540;2350;0;0;0;0;0;0;2350;4890
"17";"Basilicata";15;2532;0;0;0;0;0;0;2532;2326;0;0;0;0;0;0;2326;4858
"17";"Basilicata";16;2614;0;0;0;0;0;0;2614;2391;0;0;0;0;0;0;2391;5005
"17";"Basilicata";17;2616;1;0;0;0;0;0;2617;2405;0;0;0;0;0;0;2405;5022
"17";"Basilicata";18;2815;1;0;0;0;0;0;2816;2655;1;0;0;0;0;0;2656;5472
"17";"Basilicata";19;2900;0;0;0;0;0;0;2900;2519;8;1;0;0;0;0;2528;5428
"17";"Basilicata";20;2886;1;0;0;0;0;0;2887;2621;12;1;0;0;0;0;2634;5521
"17";"Basilicata";21;2922;2;0;0;0;0;0;2924;2578;21;0;0;0;0;0;2599;5523
"17";"Basilicata";22;3054;9;0;0;0;0;0;3063;2631;34;0;0;0;0;0;2665;5728
"17";"Basilicata";23;3032;18;2;0;0;0;0;3052;2654;43;1;0;0;0;0;2698;5750
"17";"Basilicata";24;3077;17;2;0;0;0;0;3096;2471;109;2;0;0;0;0;2582;5678
"17";"Basilicata";25;2968;49;0;0;0;0;0;3017;2519;144;2;0;0;0;0;2665;5682
"17";"Basilicata";26;2956;71;1;0;1;0;0;3029;2381;243;1;1;0;0;0;2626;5655
"17";"Basilicata";27;2863;108;2;0;0;0;0;2973;2328;324;3;1;0;0;0;2656;5629
"17";"Basilicata";28;2765;179;3;0;0;0;0;2947;2318;450;5;2;0;0;0;2775;5722
"17";"Basilicata";29;2755;279;4;0;1;0;0;3039;2191;536;11;0;1;0;0;2739;5778
"17";"Basilicata";30;2873;367;4;0;1;0;0;3245;2154;770;12;3;0;0;0;2939;6184
"17";"Basilicata";31;2545;494;7;3;0;0;0;3049;1936;938;15;3;1;0;0;2893;5942
"17";"Basilicata";32;2620;662;6;1;1;0;0;3290;1776;1177;26;0;2;0;0;2981;6271
"17";"Basilicata";33;2424;794;9;5;1;0;0;3233;1584;1288;30;5;0;0;0;2907;6140
"17";"Basilicata";34;2179;983;14;4;1;0;0;3181;1422;1463;43;3;0;0;0;2931;6112
"17";"Basilicata";35;2078;1097;20;1;1;0;0;3197;1287;1535;45;6;2;0;0;2875;6072
"17";"Basilicata";36;1915;1172;19;3;2;0;0;3111;1140;1646;45;8;3;0;0;2842;5953
"17";"Basilicata";37;1831;1375;22;4;2;0;0;3234;1092;1813;63;11;0;0;0;2979;6213
"17";"Basilicata";38;1727;1499;35;1;1;0;0;3263;1069;1962;60;18;1;0;0;3110;6373
"17";"Basilicata";39;1604;1588;34;4;0;0;0;3230;951;2058;91;18;0;0;0;3118;6348
"17";"Basilicata";40;1492;1690;50;2;1;0;0;3235;953;2172;82;23;0;0;0;3230;6465
"17";"Basilicata";41;1408;1798;53;9;1;0;0;3269;813;2239;104;26;1;0;0;3183;6452
"17";"Basilicata";42;1344;1900;72;7;1;0;0;3324;810;2258;105;22;0;0;0;3195;6519
"17";"Basilicata";43;1320;2036;59;7;0;0;0;3422;696;2402;120;36;3;0;0;3257;6679
"17";"Basilicata";44;1326;2234;78;4;0;0;0;3642;701;2586;126;36;0;0;0;3449;7091
"17";"Basilicata";45;1217;2230;104;8;0;0;0;3559;699;2768;179;36;0;0;0;3682;7241
"17";"Basilicata";46;1289;2535;105;9;1;0;0;3939;738;2836;196;70;0;0;0;3840;7779
"17";"Basilicata";47;1157;2562;125;14;0;0;0;3858;708;3059;168;68;0;0;0;4003;7861
"17";"Basilicata";48;1169;2747;123;18;2;0;0;4059;674;3087;176;78;0;0;0;4015;8074
"17";"Basilicata";49;1049;2793;144;18;3;0;0;4007;677;3027;216;83;2;0;0;4005;8012
"17";"Basilicata";50;974;2837;168;23;3;0;0;4005;659;3201;221;93;1;0;0;4175;8180
"17";"Basilicata";51;987;2893;156;25;0;0;0;4061;612;3268;201;122;1;0;0;4204;8265
"17";"Basilicata";52;866;3050;154;34;1;0;0;4105;598;3370;202;135;0;0;0;4305;8410
"17";"Basilicata";53;866;3256;157;33;1;0;0;4313;569;3390;189;162;0;0;0;4310;8623
"17";"Basilicata";54;808;3250;140;32;1;0;0;4231;555;3420;206;194;1;0;0;4376;8607
"17";"Basilicata";55;783;3357;171;49;1;0;0;4361;544;3576;207;212;2;0;0;4541;8902
"17";"Basilicata";56;699;3258;131;50;1;0;0;4139;541;3558;192;225;0;0;0;4516;8655
"17";"Basilicata";57;724;3393;159;50;0;0;0;4326;523;3569;180;223;0;0;0;4495;8821
"17";"Basilicata";58;624;3607;175;67;0;0;0;4473;522;3641;207;281;0;0;0;4651;9124
"17";"Basilicata";59;578;3390;184;79;0;0;0;4231;506;3397;157;314;0;0;0;4374;8605
"17";"Basilicata";60;546;3520;168;64;0;0;0;4298;443;3440;179;320;0;0;0;4382;8680
"17";"Basilicata";61;487;3315;168;80;0;0;0;4050;408;3391;161;403;0;0;0;4363;8413
"17";"Basilicata";62;412;3341;129;79;0;0;0;3961;418;3267;165;435;0;0;0;4285;8246
"17";"Basilicata";63;446;3185;114;82;0;0;0;3827;404;3089;112;449;0;0;0;4054;7881
"17";"Basilicata";64;356;3164;119;85;2;0;0;3726;382;2922;113;472;0;0;0;3889;7615
"17";"Basilicata";65;352;2920;116;81;0;0;0;3469;354;2951;111;550;0;0;0;3966;7435
"17";"Basilicata";66;314;3095;120;108;0;0;0;3637;335;2873;107;590;0;0;0;3905;7542
"17";"Basilicata";67;302;3053;96;126;0;0;0;3577;279;2712;92;566;0;0;0;3649;7226
"17";"Basilicata";68;250;2979;86;129;0;0;0;3444;299;2687;97;674;0;0;0;3757;7201
"17";"Basilicata";69;242;2754;87;141;0;0;0;3224;280;2323;69;693;0;0;0;3365;6589
"17";"Basilicata";70;200;2654;72;151;0;0;0;3077;284;2302;79;731;0;0;0;3396;6473
"17";"Basilicata";71;178;2571;72;161;0;0;0;2982;211;2231;69;814;0;0;0;3325;6307
"17";"Basilicata";72;186;2711;70;175;0;0;0;3142;234;2177;62;904;0;0;0;3377;6519
"17";"Basilicata";73;175;2711;55;188;0;0;0;3129;206;2085;70;990;0;0;0;3351;6480
"17";"Basilicata";74;161;2674;53;201;0;0;0;3089;235;2065;51;1174;0;0;0;3525;6614
"17";"Basilicata";75;163;2319;39;219;0;0;0;2740;216;1783;40;1163;0;0;0;3202;5942
"17";"Basilicata";76;125;2069;39;214;0;0;0;2447;173;1546;36;1090;0;0;0;2845;5292
"17";"Basilicata";77;75;1539;28;155;0;0;0;1797;161;1112;26;968;0;0;0;2267;4064
"17";"Basilicata";78;88;1544;26;178;0;0;0;1836;140;964;19;1023;0;0;0;2146;3982
"17";"Basilicata";79;75;1468;13;211;0;0;0;1767;132;910;26;1040;0;0;0;2108;3875
"17";"Basilicata";80;61;1319;14;203;0;0;0;1597;125;833;23;1131;0;0;0;2112;3709
"17";"Basilicata";81;66;1274;16;223;0;0;0;1579;120;791;17;1115;0;0;0;2043;3622
"17";"Basilicata";82;78;1445;23;273;0;0;0;1819;137;755;18;1438;0;0;0;2348;4167
"17";"Basilicata";83;54;1380;13;302;0;0;0;1749;136;776;13;1504;0;0;0;2429;4178
"17";"Basilicata";84;43;1210;15;291;0;0;0;1559;141;600;12;1490;0;0;0;2243;3802
"17";"Basilicata";85;61;1022;13;315;0;0;0;1411;127;526;21;1495;0;0;0;2169;3580
"17";"Basilicata";86;51;872;11;305;0;0;0;1239;104;412;6;1420;0;0;0;1942;3181
"17";"Basilicata";87;36;768;9;284;0;0;0;1097;111;349;10;1290;0;0;0;1760;2857
"17";"Basilicata";88;32;637;5;294;0;0;0;968;99;256;6;1298;0;0;0;1659;2627
"17";"Basilicata";89;24;502;4;281;0;0;0;811;72;181;11;1187;0;0;0;1451;2262
"17";"Basilicata";90;12;388;0;262;0;0;0;662;74;136;8;932;0;0;0;1150;1812
"17";"Basilicata";91;20;297;0;210;0;0;0;527;59;91;6;828;0;0;0;984;1511
"17";"Basilicata";92;16;206;4;182;0;0;0;408;55;66;2;814;0;0;0;937;1345
"17";"Basilicata";93;7;152;1;165;0;0;0;325;54;48;2;597;0;0;0;701;1026
"17";"Basilicata";94;6;82;3;115;0;0;0;206;36;29;1;444;0;0;0;510;716
"17";"Basilicata";95;5;80;1;90;0;0;0;176;26;22;1;357;0;0;0;406;582
"17";"Basilicata";96;4;37;1;60;0;0;0;102;16;5;1;276;0;0;0;298;400
"17";"Basilicata";97;3;21;0;47;0;0;0;71;17;10;1;182;0;0;0;210;281
"17";"Basilicata";98;3;9;0;33;0;0;0;45;8;7;0;107;0;0;0;122;167
"17";"Basilicata";99;2;10;0;22;0;0;0;34;6;4;0;92;0;0;0;102;136
"17";"Basilicata";100;4;9;1;36;0;0;0;50;9;7;1;142;0;0;0;159;209
"17";"Basilicata";999;122385;130888;4496;7385;31;0;0;265185;100797;130133;5735;35706;21;0;0;272392;537577
"18";"Calabria";0;6908;0;0;0;0;0;0;6908;6493;0;0;0;0;0;0;6493;13401
"18";"Calabria";1;6735;0;0;0;0;0;0;6735;6523;0;0;0;0;0;0;6523;13258
"18";"Calabria";2;7121;0;0;0;0;0;0;7121;6868;0;0;0;0;0;0;6868;13989
"18";"Calabria";3;7401;0;0;0;0;0;0;7401;7095;0;0;0;0;0;0;7095;14496
"18";"Calabria";4;7753;0;0;0;0;0;0;7753;7323;0;0;0;0;0;0;7323;15076
"18";"Calabria";5;7970;0;0;0;0;0;0;7970;7620;0;0;0;0;0;0;7620;15590
"18";"Calabria";6;8125;0;0;0;0;0;0;8125;7706;0;0;0;0;0;0;7706;15831
"18";"Calabria";7;8298;0;0;0;0;0;0;8298;7848;0;0;0;0;0;0;7848;16146
"18";"Calabria";8;8373;0;0;0;0;0;0;8373;7818;0;0;0;0;0;0;7818;16191
"18";"Calabria";9;8262;0;0;0;0;0;0;8262;7972;0;0;0;0;0;0;7972;16234
"18";"Calabria";10;8688;0;0;0;0;0;0;8688;8037;0;0;0;0;0;0;8037;16725
"18";"Calabria";11;8756;0;0;0;0;0;0;8756;8211;0;0;0;0;0;0;8211;16967
"18";"Calabria";12;8890;0;0;0;0;0;0;8890;8560;0;0;0;0;0;0;8560;17450
"18";"Calabria";13;9174;0;0;0;0;0;0;9174;8531;0;0;0;0;0;0;8531;17705
"18";"Calabria";14;9021;0;0;0;0;0;0;9021;8862;0;0;0;0;0;0;8862;17883
"18";"Calabria";15;9308;0;0;0;0;0;0;9308;8703;0;0;0;0;0;0;8703;18011
"18";"Calabria";16;9664;1;0;0;0;0;0;9665;8940;0;0;0;0;0;0;8940;18605
"18";"Calabria";17;9565;0;0;0;0;0;0;9565;8841;0;0;0;0;0;0;8841;18406
"18";"Calabria";18;9984;2;0;0;0;0;0;9986;9104;6;0;0;0;0;0;9110;19096
"18";"Calabria";19;9769;3;0;0;0;0;0;9772;9032;21;0;0;0;0;0;9053;18825
"18";"Calabria";20;9688;9;1;0;0;0;0;9698;8820;65;0;0;0;0;0;8885;18583
"18";"Calabria";21;9841;17;2;0;0;0;0;9860;9182;128;0;0;0;0;0;9310;19170
"18";"Calabria";22;10151;30;2;0;0;0;0;10183;9219;212;3;0;0;0;0;9434;19617
"18";"Calabria";23;10038;57;3;1;0;0;0;10099;8915;365;2;1;0;0;0;9283;19382
"18";"Calabria";24;10069;153;1;0;0;0;0;10223;8806;582;2;2;0;0;0;9392;19615
"18";"Calabria";25;9639;242;5;1;0;0;0;9887;8390;846;5;2;3;0;0;9246;19133
"18";"Calabria";26;9707;373;2;1;0;0;0;10083;7976;1258;14;0;0;0;0;9248;19331
"18";"Calabria";27;9396;638;8;1;1;0;0;10044;7823;1703;13;1;0;0;0;9540;19584
"18";"Calabria";28;9224;973;12;0;2;0;0;10211;7369;2168;25;2;0;0;0;9564;19775
"18";"Calabria";29;9168;1347;6;4;4;0;0;10529;6968;2977;42;4;2;0;0;9993;20522
"18";"Calabria";30;8771;1841;15;0;1;0;0;10628;6687;3675;46;3;6;0;0;10417;21045
"18";"Calabria";31;8259;2350;15;6;2;0;0;10632;6123;4144;57;13;2;1;0;10340;20972
"18";"Calabria";32;8024;2901;38;10;2;0;0;10975;5696;4689;80;15;3;0;0;10483;21458
"18";"Calabria";33;7676;3511;40;0;3;0;0;11230;5133;5477;96;18;4;1;0;10729;21959
"18";"Calabria";34;7049;4205;48;10;3;0;0;11315;4802;6053;133;22;1;0;0;11011;22326
"18";"Calabria";35;6545;4479;66;6;4;0;0;11100;4390;6485;148;28;3;0;0;11054;22154
"18";"Calabria";36;6050;4930;83;8;1;0;0;11072;3942;6743;209;50;2;0;0;10946;22018
"18";"Calabria";37;5791;5340;105;8;1;0;0;11245;3683;7131;208;39;0;0;0;11061;22306
"18";"Calabria";38;5517;5979;122;17;3;0;0;11638;3480;7322;236;54;1;0;0;11093;22731
"18";"Calabria";39;5067;6208;124;11;4;0;0;11414;3096;7783;264;46;0;0;0;11189;22603
"18";"Calabria";40;4862;6594;170;9;3;0;0;11638;3028;8240;304;79;1;0;0;11652;23290
"18";"Calabria";41;4574;6864;170;23;6;1;0;11638;2881;8323;316;75;1;0;0;11596;23234
"18";"Calabria";42;4346;7339;211;30;4;0;0;11930;2718;8658;357;98;1;0;0;11832;23762
"18";"Calabria";43;4249;7592;207;33;4;1;0;12086;2684;9011;406;112;1;0;0;12214;24300
"18";"Calabria";44;4058;8013;247;36;0;0;0;12354;2557;9156;425;144;0;1;0;12283;24637
"18";"Calabria";45;3918;8169;271;32;2;0;0;12392;2528;9764;470;174;1;0;0;12937;25329
"18";"Calabria";46;3890;8850;308;41;3;0;0;13092;2460;10237;523;219;3;0;0;13442;26534
"18";"Calabria";47;3675;9017;335;51;3;0;0;13081;2336;10276;581;240;1;0;0;13434;26515
"18";"Calabria";48;3552;9238;347;59;0;1;0;13197;2321;10612;538;263;0;0;1;13735;26932
"18";"Calabria";49;3398;9237;408;72;4;0;0;13119;2156;10579;587;356;0;0;0;13678;26797
"18";"Calabria";50;3196;9462;421;95;2;0;0;13176;2128;10797;635;391;0;0;0;13951;27127
"18";"Calabria";51;3033;9694;431;82;0;0;0;13240;2000;11090;661;456;2;0;0;14209;27449
"18";"Calabria";52;2785;9822;440;85;0;0;0;13132;2016;10862;631;519;0;0;0;14028;27160
"18";"Calabria";53;2810;10272;497;110;3;0;0;13692;2039;11728;654;556;0;0;0;14977;28669
"18";"Calabria";54;2659;10382;464;106;2;0;0;13613;2021;11341;657;605;0;0;0;14624;28237
"18";"Calabria";55;2469;10638;504;146;4;0;0;13761;1852;11534;642;745;2;1;0;14776;28537
"18";"Calabria";56;2329;10820;466;162;1;0;0;13778;1798;11745;592;798;1;0;0;14934;28712
"18";"Calabria";57;2179;10847;515;190;2;0;0;13733;1714;11518;611;891;1;0;0;14735;28468
